gene_symbol,Previous_Symbol,Updated_Symbol,Labonte_genes,Ding_genes,Ramaker_genes
OR2H2,OLFR42B,OR2H2,NA,NA,OR2H2
OR2H2,OR2H3,OR2H2,NA,NA,OR2H2
OR2H2,DJ271M21.2,OR2H2,NA,NA,OR2H2
OR2H2,HS6M1-12,OR2H2,NA,NA,OR2H2
GABBR1,GABABR1,GABBR1,GABBR1,GABBR1,GABBR1
GABBR1,GABBR1-3,GABBR1,GABBR1,GABBR1,GABBR1
GABBR1,GB1,GABBR1,GABBR1,GABBR1,GABBR1
GABBR1,GPRC3A,GABBR1,GABBR1,GABBR1,GABBR1
MOG,BTN6,MOG,MOG,MOG,MOG
MOG,BTNL11,MOG,MOG,MOG,MOG
MOG,MOGIG2,MOG,MOG,MOG,MOG
MOG,NRCLP7,MOG,MOG,MOG,MOG
ZFP57,C6orf40,ZFP57,NA,NA,ZFP57
ZFP57,TNDM1,ZFP57,NA,NA,ZFP57
ZFP57,ZNF698,ZFP57,NA,NA,ZFP57
ZFP57,BA145L22,ZFP57,NA,NA,ZFP57
ZFP57,BA145L22.2,ZFP57,NA,NA,ZFP57
HLA-F,CDA12,HLA-F,HLA-F,HLA-F,HLA-F
HLA-F,HLA-5.4,HLA-F,HLA-F,HLA-F,HLA-F
HLA-F,HLA-CDA12,HLA-F,HLA-F,HLA-F,HLA-F
HLA-F,HLAF,HLA-F,HLA-F,HLA-F,HLA-F
LOC554223,NA,LOC554223,NA,NA,NA
HLA-G,MHC-G,HLA-G,NA,HLA-G,HLA-G
HLA-A,HLAA,HLA-A,HLA-A,HLA-A,HLA-A
ZNRD1,HTEX-6,ZNRD1,ZNRD1,NA,ZNRD1
ZNRD1,HTEX6,ZNRD1,ZNRD1,NA,ZNRD1
ZNRD1,RPA12,ZNRD1,ZNRD1,NA,ZNRD1
ZNRD1,TCTEX6,ZNRD1,ZNRD1,NA,ZNRD1
ZNRD1,TEX6,ZNRD1,ZNRD1,NA,ZNRD1
ZNRD1,ZR14,ZNRD1,ZNRD1,NA,ZNRD1
ZNRD1,HZR14,ZNRD1,ZNRD1,NA,ZNRD1
ZNRD1,TCTEX-6,ZNRD1,ZNRD1,NA,ZNRD1
RNF39,HZF,RNF39,RNF39,NA,RNF39
RNF39,HZFW,RNF39,RNF39,NA,RNF39
RNF39,LIRF,RNF39,RNF39,NA,RNF39
TRIM31,C6orf13,TRIM31,NA,NA,TRIM31
TRIM31,HCG1,TRIM31,NA,NA,TRIM31
TRIM31,HCGI,TRIM31,NA,NA,TRIM31
TRIM31,RNF,TRIM31,NA,NA,TRIM31
TRIM40,RNF35,TRIM40,NA,NA,TRIM40
TRIM10,HERF1,TRIM10,NA,NA,TRIM10
TRIM10,RFB30,TRIM10,NA,NA,TRIM10
TRIM10,RNF9,TRIM10,NA,NA,TRIM10
TRIM15,RNF93,TRIM15,NA,TRIM15,TRIM15
TRIM15,ZNF178,TRIM15,NA,TRIM15,TRIM15
TRIM15,ZNFB7,TRIM15,NA,TRIM15,TRIM15
TRIM26,AFP,TRIM26,TRIM26,TRIM26,TRIM26
TRIM26,RNF95,TRIM26,TRIM26,TRIM26,TRIM26
TRIM26,ZNF173,TRIM26,TRIM26,TRIM26,TRIM26
TRIM39,RNF23,TRIM39,TRIM39,TRIM39,TRIM39
TRIM39,TFP,TRIM39,TRIM39,TRIM39,TRIM39
TRIM39,TRIM39B,TRIM39,TRIM39,TRIM39,TRIM39
TRIM39-RPP21,TRIM39R,TRIM39-RPP21,NA,NA,TRIM39-RPP21
GNL1,HSR1,GNL1,GNL1,GNL1,GNL1
PRR3,CAT56,PRR3,PRR3,PRR3,PRR3
ABCF1,ABC27,ABCF1,ABCF1,ABCF1,ABCF1
ABCF1,ABC50,ABCF1,ABCF1,ABCF1,ABCF1
PPP1R10,CAT53,PPP1R10,PPP1R10,PPP1R10,PPP1R10
PPP1R10,FB19,PPP1R10,PPP1R10,PPP1R10,PPP1R10
PPP1R10,PNUTS,PPP1R10,PPP1R10,PPP1R10,PPP1R10
PPP1R10,PP1R10,PPP1R10,PPP1R10,PPP1R10,PPP1R10
PPP1R10,R111,PPP1R10,PPP1R10,PPP1R10,PPP1R10
PPP1R10,P99,PPP1R10,PPP1R10,PPP1R10,PPP1R10
MRPS18B,C6orf14,MRPS18B,MRPS18B,MRPS18B,MRPS18B
MRPS18B,HSPC183,MRPS18B,MRPS18B,MRPS18B,MRPS18B
MRPS18B,HUMANS18A,MRPS18B,MRPS18B,MRPS18B,MRPS18B
MRPS18B,MRP-S18-2,MRPS18B,MRPS18B,MRPS18B,MRPS18B
MRPS18B,MRPS18-2,MRPS18B,MRPS18B,MRPS18B,MRPS18B
MRPS18B,PTD017,MRPS18B,MRPS18B,MRPS18B,MRPS18B
MRPS18B,S18AMT,MRPS18B,MRPS18B,MRPS18B,MRPS18B
ATAT1,C6orf134,ATAT1,ATAT1,C6orf134,ATAT1
ATAT1,MEC17,ATAT1,ATAT1,C6orf134,ATAT1
ATAT1,NBLA00487,ATAT1,ATAT1,C6orf134,ATAT1
ATAT1,TAT,ATAT1,ATAT1,C6orf134,ATAT1
ATAT1,ALPHA-TAT,ATAT1,ATAT1,C6orf134,ATAT1
ATAT1,ALPHA-TAT1,ATAT1,ATAT1,C6orf134,ATAT1
C6orf136,-,C6orf136,C6orf136,C6orf136,C6orf136
DHX16,DBP2,DHX16,DHX16,DHX16,DHX16
DHX16,DDX16,DHX16,DHX16,DHX16,DHX16
DHX16,PRO2014,DHX16,DHX16,DHX16,DHX16
DHX16,PRP8,DHX16,DHX16,DHX16,DHX16
DHX16,PRPF2,DHX16,DHX16,DHX16,DHX16
DHX16,PRP2,DHX16,DHX16,DHX16,DHX16
PPP1R18,HKMT1098,PPP1R18,PPP1R18,KIAA1949,PPP1R18
PPP1R18,KIAA1949,PPP1R18,PPP1R18,KIAA1949,PPP1R18
NRM,NRM29,NRM,NA,NRM,NRM
MDC1,NFBD1,MDC1,MDC1,MDC1,MDC1
TUBB,CDCBM6,TUBB,TUBB,TUBB,TUBB
TUBB,CDCBM6,TUBB2A,TUBB,TUBB,TUBB
TUBB,CSCSC1,TUBB,TUBB,TUBB,TUBB
TUBB,CSCSC1,TUBB2A,TUBB,TUBB,TUBB
TUBB,M40,TUBB,TUBB,TUBB,TUBB
TUBB,M40,TUBB2A,TUBB,TUBB,TUBB
TUBB,OK/SW-CL.56,TUBB,TUBB,TUBB,TUBB
TUBB,OK/SW-CL.56,TUBB2A,TUBB,TUBB,TUBB
TUBB,TUBB1,TUBB,TUBB,TUBB,TUBB
TUBB,TUBB1,TUBB2A,TUBB,TUBB,TUBB
TUBB,TUBB5,TUBB,TUBB,TUBB,TUBB
TUBB,TUBB5,TUBB2A,TUBB,TUBB,TUBB
FLOT1,-,FLOT1,FLOT1,FLOT1,FLOT1
DDR1,CAK,DDR1,DDR1,DDR1,DDR1
DDR1,CD167,DDR1,DDR1,DDR1,DDR1
DDR1,DDR,DDR1,DDR1,DDR1,DDR1
DDR1,EDDR1,DDR1,DDR1,DDR1,DDR1
DDR1,HGK2,DDR1,DDR1,DDR1,DDR1
DDR1,MCK10,DDR1,DDR1,DDR1,DDR1
DDR1,NEP,DDR1,DDR1,DDR1,DDR1
DDR1,NTRK4,DDR1,DDR1,DDR1,DDR1
DDR1,PTK3,DDR1,DDR1,DDR1,DDR1
DDR1,PTK3A,DDR1,DDR1,DDR1,DDR1
DDR1,RTK6,DDR1,DDR1,DDR1,DDR1
DDR1,TRKE,DDR1,DDR1,DDR1,DDR1
GTF2H4,P52,GTF2H4,NA,GTF2H4,GTF2H4
GTF2H4,TFB2,GTF2H4,NA,GTF2H4,GTF2H4
GTF2H4,TFIIH,GTF2H4,NA,GTF2H4,GTF2H4
VARS2,COXPD20,VARS2,VARS2,VARS2,VARS2
VARS2,COXPD20,VARS1,VARS2,VARS2,VARS2
VARS2,VALRS,VARS2,VARS2,VARS2,VARS2
VARS2,VALRS,VARS1,VARS2,VARS2,VARS2
VARS2,VARS2L,VARS2,VARS2,VARS2,VARS2
VARS2,VARS2L,VARS1,VARS2,VARS2,VARS2
VARS2,VARSL,VARS2,VARS2,VARS2,VARS2
VARS2,VARSL,VARS1,VARS2,VARS2,VARS2
DPCR1,NA,MUCL3,NA,NA,DPCR1
MUC21,C6orf205,MUC21,NA,NA,MUC21
MUC21,KMQK697,MUC21,NA,NA,MUC21
MUC21,MUC-21,MUC21,NA,NA,MUC21
MUC22,PBMUCL1,MUC22,NA,NA,MUC22
C6orf15,STG,C6orf15,NA,NA,C6orf15
PSORS1C1,C6orf16,PSORS1C1,NA,NA,PSORS1C1
PSORS1C1,SEEK1,PSORS1C1,NA,NA,PSORS1C1
CDSN,HTSS,CDSN,NA,NA,CDSN
CDSN,HTSS1,CDSN,NA,NA,CDSN
CDSN,HYPT2,CDSN,NA,NA,CDSN
CDSN,PSS,CDSN,NA,NA,CDSN
CDSN,PSS1,CDSN,NA,NA,CDSN
CDSN,S,CDSN,NA,NA,CDSN
PSORS1C2,C6orf17,PSORS1C2,NA,NA,PSORS1C2
PSORS1C2,SPR1,PSORS1C2,NA,NA,PSORS1C2
CCHCR1,C6orf18,CCHCR1,CCHCR1,CCHCR1,CCHCR1
CCHCR1,HCR,CCHCR1,CCHCR1,CCHCR1,CCHCR1
CCHCR1,SBP,CCHCR1,CCHCR1,CCHCR1,CCHCR1
CCHCR1,PG8,CCHCR1,CCHCR1,CCHCR1,CCHCR1
TCF19,SC1,TCF19,TCF19,NA,TCF19
TCF19,TCF-19,TCF19,TCF19,NA,TCF19
POU5F1,OCT3,POU5F1,NA,NA,POU5F1
POU5F1,OCT4,POU5F1,NA,NA,POU5F1
POU5F1,OTF-3,POU5F1,NA,NA,POU5F1
POU5F1,OTF3,POU5F1,NA,NA,POU5F1
POU5F1,OTF4,POU5F1,NA,NA,POU5F1
POU5F1,OCT-3,POU5F1,NA,NA,POU5F1
POU5F1,OCT-4,POU5F1,NA,NA,POU5F1
HLA-C,D6S204,HLA-C,HLA-C,HLA-C,HLA-C
HLA-C,HLA-JY3,HLA-C,HLA-C,HLA-C,HLA-C
HLA-C,HLAC,HLA-C,HLA-C,HLA-C,HLA-C
HLA-C,HLC-C,HLA-C,HLA-C,HLA-C,HLA-C
HLA-C,MHC,HLA-C,HLA-C,HLA-C,HLA-C
HLA-C,PSORS1,HLA-C,HLA-C,HLA-C,HLA-C
HLA-B,AS,HLA-B,HLA-B,HLA-B,HLA-B
HLA-B,B-4901,HLA-B,HLA-B,HLA-B,HLA-B
HLA-B,HLAB,HLA-B,HLA-B,HLA-B,HLA-B
MICA,MIC-A,MICA,MICA,NA,MICA
MICA,PERB11.1,MICA,MICA,NA,MICA
MICB,PERB11.2,MICB,MICB,NA,MICB
MCCD1,-,MCCD1,NA,NA,MCCD1
DDX39B,BAT1,DDX39B,DDX39B,BAT1,DDX39B
DDX39B,D6S81E,DDX39B,DDX39B,BAT1,DDX39B
DDX39B,UAP56,DDX39B,DDX39B,BAT1,DDX39B
ATP6V1G2,ATP6G,ATP6V1G2,ATP6V1G2,ATP6V1G2,ATP6V1G2
ATP6V1G2,ATP6G2,ATP6V1G2,ATP6V1G2,ATP6V1G2,ATP6V1G2
ATP6V1G2,NG38,ATP6V1G2,ATP6V1G2,ATP6V1G2,ATP6V1G2
ATP6V1G2,VMA10,ATP6V1G2,ATP6V1G2,ATP6V1G2,ATP6V1G2
NFKBIL1,IKBL,NFKBIL1,NFKBIL1,NFKBIL1,NFKBIL1
NFKBIL1,NFKBIL,NFKBIL1,NFKBIL1,NFKBIL1,NFKBIL1
LTA,LT,LTA,NA,NA,LTA
LTA,TNFB,LTA,NA,NA,LTA
LTA,TNFSF1,LTA,NA,NA,LTA
LTA,TNLG1E,LTA,NA,NA,LTA
TNF,DIF,TNF,NA,NA,TNF
TNF,TNF-ALPHA,TNF,NA,NA,TNF
TNF,TNFA,TNF,NA,NA,TNF
TNF,TNFSF2,TNF,NA,NA,TNF
TNF,TNLG1F,TNF,NA,NA,TNF
LST1,B144,LST1,LST1,LST1,LST1
LST1,D6S49E,LST1,LST1,LST1,LST1
LST1,LST-1,LST1,LST1,LST1,LST1
NCR3,1C7,NCR3,NA,NA,NCR3
NCR3,CD337,NCR3,NA,NA,NCR3
NCR3,LY117,NCR3,NA,NA,NCR3
NCR3,MALS,NCR3,NA,NA,NCR3
NCR3,NKP30,NCR3,NA,NA,NCR3
PRRC2A,BAT2,PRRC2A,PRRC2A,BAT2,PRRC2A
PRRC2A,D6S51,PRRC2A,PRRC2A,BAT2,PRRC2A
PRRC2A,D6S51E,PRRC2A,PRRC2A,BAT2,PRRC2A
PRRC2A,G2,PRRC2A,PRRC2A,BAT2,PRRC2A
BAG6,BAG-6,BAG6,BAG6,BAT3,BAG6
BAG6,BAT3,BAG6,BAG6,BAT3,BAG6
BAG6,D6S52E,BAG6,BAG6,BAT3,BAG6
BAG6,G3,BAG6,BAG6,BAT3,BAG6
APOM,G3A,APOM,APOM,NA,APOM
APOM,HSPC336,APOM,APOM,NA,APOM
APOM,NG20,APOM,APOM,NA,APOM
APOM,APO-M,APOM,APOM,NA,APOM
C6orf47,D6S53E,C6orf47,C6orf47,NA,C6orf47
C6orf47,G4,C6orf47,C6orf47,NA,C6orf47
C6orf47,NG34,C6orf47,C6orf47,NA,C6orf47
GPANK1,ANKRD59,GPANK1,GPANK1,BAT4,GPANK1
GPANK1,BAT4,GPANK1,GPANK1,BAT4,GPANK1
GPANK1,D6S54E,GPANK1,GPANK1,BAT4,GPANK1
GPANK1,G5,GPANK1,GPANK1,BAT4,GPANK1
GPANK1,GPATCH10,GPANK1,GPANK1,BAT4,GPANK1
CSNK2B,CK2B,CSNK2B,CSNK2B,CSNK2B,CSNK2B
CSNK2B,CK2N,CSNK2B,CSNK2B,CSNK2B,CSNK2B
CSNK2B,CSK2B,CSNK2B,CSNK2B,CSNK2B,CSNK2B
CSNK2B,CKB1,CSNK2B,CSNK2B,CSNK2B,CSNK2B
CSNK2B,CKB2,CSNK2B,CSNK2B,CSNK2B,CSNK2B
CSNK2B,G5A,CSNK2B,CSNK2B,CSNK2B,CSNK2B
ABHD16A,BAT5,ABHD16A,ABHD16A,BAT5,ABHD16A
ABHD16A,D6S82E,ABHD16A,ABHD16A,BAT5,ABHD16A
ABHD16A,NG26,ABHD16A,ABHD16A,BAT5,ABHD16A
ABHD16A,PP199,ABHD16A,ABHD16A,BAT5,ABHD16A
ABHD16A,HBAT5,ABHD16A,ABHD16A,BAT5,ABHD16A
LY6G6F,C6orf21,LY6G6F,NA,NA,LY6G6F
LY6G6F,G6F,LY6G6F,NA,NA,LY6G6F
LY6G6F,LY6G6,LY6G6F,NA,NA,LY6G6F
LY6G6F,LY6G6D,LY6G6F,NA,NA,LY6G6F
LY6G6F,NG32,LY6G6F,NA,NA,LY6G6F
LY6G6D,C6orf23,LY6G6D,NA,NA,LY6G6D
LY6G6D,C6orf23,LY6G6F,NA,NA,LY6G6D
LY6G6D,G6D,LY6G6D,NA,NA,LY6G6D
LY6G6D,G6D,LY6G6F,NA,NA,LY6G6D
LY6G6D,LY6-D,LY6G6D,NA,NA,LY6G6D
LY6G6D,LY6-D,LY6G6F,NA,NA,LY6G6D
LY6G6D,MEGT1,LY6G6D,NA,NA,LY6G6D
LY6G6D,MEGT1,LY6G6F,NA,NA,LY6G6D
LY6G6D,NG25,LY6G6D,NA,NA,LY6G6D
LY6G6D,NG25,LY6G6F,NA,NA,LY6G6D
DDAH2,DDAH,DDAH2,DDAH2,DDAH2,DDAH2
DDAH2,DDAHII,DDAH2,DDAH2,DDAH2,DDAH2
DDAH2,G6A,DDAH2,DDAH2,DDAH2,DDAH2
DDAH2,HEL-S-277,DDAH2,DDAH2,DDAH2,DDAH2
DDAH2,NG30,DDAH2,DDAH2,DDAH2,DDAH2
CLIC1,CL1C1,CLIC1,CLIC1,CLIC1,CLIC1
CLIC1,CLCNL1,CLIC1,CLIC1,CLIC1,CLIC1
CLIC1,G6,CLIC1,CLIC1,CLIC1,CLIC1
CLIC1,NCC27,CLIC1,CLIC1,CLIC1,CLIC1
MSH5,G7,MSH5,MSH5,NA,MSH5
MSH5,MUTSH5,MSH5,MSH5,NA,MSH5
MSH5,NG23,MSH5,MSH5,NA,MSH5
MSH5,POF13,MSH5,MSH5,NA,MSH5
SAPCD1,C6orf26,SAPCD1,NA,NA,SAPCD1
SAPCD1,NG23,SAPCD1,NA,NA,SAPCD1
VWA7,C6orf27,VWA7,VWA7,NA,VWA7
VWA7,G7C,VWA7,VWA7,NA,VWA7
VWA7,NG37,VWA7,VWA7,NA,VWA7
VARS,NA,VARS1,VARS,VARS,VARS
LSM2,C6orf28,LSM2,LSM2,LSM2,LSM2
LSM2,G7B,LSM2,LSM2,LSM2,LSM2
LSM2,YBL026W,LSM2,LSM2,LSM2,LSM2
LSM2,SNRNP,LSM2,LSM2,LSM2,LSM2
HSPA1L,HSP70-1L,HSPA1L,HSPA1L,HSPA1L,HSPA1L
HSPA1L,HSP70-HOM,HSPA1L,HSPA1L,HSPA1L,HSPA1L
HSPA1L,HSP70T,HSPA1L,HSPA1L,HSPA1L,HSPA1L
HSPA1L,HUM70T,HSPA1L,HSPA1L,HSPA1L,HSPA1L
HSPA1A,HEL-S-103,HSPA1A,HSPA1A,HSPA1A,HSPA1A
HSPA1A,HSP70-1,HSPA1A,HSPA1A,HSPA1A,HSPA1A
HSPA1A,HSP70-1A,HSPA1A,HSPA1A,HSPA1A,HSPA1A
HSPA1A,HSP70-2,HSPA1A,HSPA1A,HSPA1A,HSPA1A
HSPA1A,HSP70.1,HSPA1A,HSPA1A,HSPA1A,HSPA1A
HSPA1A,HSP70.2,HSPA1A,HSPA1A,HSPA1A,HSPA1A
HSPA1A,HSP70I,HSPA1A,HSPA1A,HSPA1A,HSPA1A
HSPA1A,HSP72,HSPA1A,HSPA1A,HSPA1A,HSPA1A
HSPA1A,HSPA1,HSPA1A,HSPA1A,HSPA1A,HSPA1A
HSPA1B,HSP70-1,HSPA1B,HSPA1B,NA,HSPA1B
HSPA1B,HSP70-1B,HSPA1B,HSPA1B,NA,HSPA1B
HSPA1B,HSP70-2,HSPA1B,HSPA1B,NA,HSPA1B
HSPA1B,HSP70.1,HSPA1B,HSPA1B,NA,HSPA1B
HSPA1B,HSP70.2,HSPA1B,HSPA1B,NA,HSPA1B
HSPA1B,HSP72,HSPA1B,HSPA1B,NA,HSPA1B
HSPA1B,HSPA1,HSPA1B,HSPA1B,NA,HSPA1B
HSPA1B,HSX70,HSPA1B,HSPA1B,NA,HSPA1B
C6orf48,NA,SNHG32,C6orf48,C6orf48,C6orf48
NEU1,NANH,NEU1,NEU1,NEU1,NEU1
NEU1,NEU,NEU1,NEU1,NEU1,NEU1
NEU1,SIAL1,NEU1,NEU1,NEU1,NEU1
SLC44A4,C6orf29,SLC44A4,NA,NA,SLC44A4
SLC44A4,CTL4,SLC44A4,NA,NA,SLC44A4
SLC44A4,DFNA72,SLC44A4,NA,NA,SLC44A4
SLC44A4,NG22,SLC44A4,NA,NA,SLC44A4
SLC44A4,TPPT,SLC44A4,NA,NA,SLC44A4
SLC44A4,HTPPT1,SLC44A4,NA,NA,SLC44A4
EHMT2,BAT8,EHMT2,EHMT2,EHMT2,EHMT2
EHMT2,C6orf30,EHMT2,EHMT2,EHMT2,EHMT2
EHMT2,G9A,EHMT2,EHMT2,EHMT2,EHMT2
EHMT2,GAT8,EHMT2,EHMT2,EHMT2,EHMT2
EHMT2,KMT1C,EHMT2,EHMT2,EHMT2,EHMT2
EHMT2,NG36,EHMT2,EHMT2,EHMT2,EHMT2
C2,ARMD14,C2,C2,NA,C2
C2,CO2,C2,C2,NA,C2
ZBTB12,BAT9,ZBTB12,ZBTB12,NA,ZBTB12
ZBTB12,C6orf46,ZBTB12,ZBTB12,NA,ZBTB12
ZBTB12,D6S59E,ZBTB12,ZBTB12,NA,ZBTB12
ZBTB12,G10,ZBTB12,ZBTB12,NA,ZBTB12
ZBTB12,NG35,ZBTB12,ZBTB12,NA,ZBTB12
CFB,AHUS4,CFB,NA,CFB,CFB
CFB,ARMD14,CFB,NA,CFB,CFB
CFB,BF,CFB,NA,CFB,CFB
CFB,BFD,CFB,NA,CFB,CFB
CFB,CFAB,CFB,NA,CFB,CFB
CFB,CFBD,CFB,NA,CFB,CFB
CFB,FB,CFB,NA,CFB,CFB
CFB,FBI12,CFB,NA,CFB,CFB
CFB,GBG,CFB,NA,CFB,CFB
CFB,H2-BF,CFB,NA,CFB,CFB
CFB,PBF2,CFB,NA,CFB,CFB
NELFE,D6S45,NELFE,NELFE,RDBP,NELFE
NELFE,NELF-E,NELFE,NELFE,RDBP,NELFE
NELFE,RD,NELFE,NELFE,RDBP,NELFE
NELFE,RDBP,NELFE,NELFE,RDBP,NELFE
NELFE,RDP,NELFE,NELFE,RDBP,NELFE
SKIV2L,170A,SKIV2L,SKIV2L,SKIV2L,SKIV2L
SKIV2L,DDX13,SKIV2L,SKIV2L,SKIV2L,SKIV2L
SKIV2L,HLP,SKIV2L,SKIV2L,SKIV2L,SKIV2L
SKIV2L,SKI2,SKIV2L,SKIV2L,SKIV2L,SKIV2L
SKIV2L,SKI2W,SKIV2L,SKIV2L,SKIV2L,SKIV2L
SKIV2L,SKIV2,SKIV2L,SKIV2L,SKIV2L,SKIV2L
SKIV2L,SKIV2L1,SKIV2L,SKIV2L,SKIV2L,SKIV2L
SKIV2L,THES2,SKIV2L,SKIV2L,SKIV2L,SKIV2L
DXO,DOM3L,DXO,DXO,DOM3Z,DXO
DXO,DOM3L,DXO,DXO,RAI1,DXO
DXO,DOM3Z,DXO,DXO,DOM3Z,DXO
DXO,DOM3Z,DXO,DXO,RAI1,DXO
DXO,NG6,DXO,DXO,DOM3Z,DXO
DXO,NG6,DXO,DXO,RAI1,DXO
DXO,RAI1,DXO,DXO,DOM3Z,DXO
DXO,RAI1,DXO,DXO,RAI1,DXO
STK19,D6S60,STK19,STK19,STK19,STK19
STK19,D6S60E,STK19,STK19,STK19,STK19
STK19,G11,STK19,STK19,STK19,STK19
STK19,HLA-RP1,STK19,STK19,STK19,STK19
STK19,RP1,STK19,STK19,STK19,STK19
CYP21A2,CA21H,CYP21A2,CPS1,NA,CYP21A2
CYP21A2,CAH1,CYP21A2,CPS1,NA,CYP21A2
CYP21A2,CPS1,CYP21A2,CPS1,NA,CYP21A2
CYP21A2,CYP21,CYP21A2,CPS1,NA,CYP21A2
CYP21A2,CYP21B,CYP21A2,CPS1,NA,CYP21A2
CYP21A2,P450C21B,CYP21A2,CPS1,NA,CYP21A2
TNXB,EDS3,TNXB,TNXB,NA,TNXB
TNXB,EDSCLL,TNXB,TNXB,NA,TNXB
TNXB,EDSCLL1,TNXB,TNXB,NA,TNXB
TNXB,HXBL,TNXB,TNXB,NA,TNXB
TNXB,TENX,TNXB,TNXB,NA,TNXB
TNXB,TN-X,TNXB,TNXB,NA,TNXB
TNXB,TNX,TNXB,TNXB,NA,TNXB
TNXB,TNXB1,TNXB,TNXB,NA,TNXB
TNXB,TNXB2,TNXB,TNXB,NA,TNXB
TNXB,TNXBS,TNXB,TNXB,NA,TNXB
TNXB,VUR8,TNXB,TNXB,NA,TNXB
TNXB,XB,TNXB,TNXB,NA,TNXB
TNXB,XBS,TNXB,TNXB,NA,TNXB
ATF6B,CREB-RP,ATF6B,ATF6B,NA,ATF6B
ATF6B,CREBL1,ATF6B,ATF6B,NA,ATF6B
ATF6B,G13,ATF6B,ATF6B,NA,ATF6B
PRRT1,C6orf31,PRRT1,PRRT1,PRRT1,PRRT1
PRRT1,DSPD1,PRRT1,PRRT1,PRRT1,PRRT1
PRRT1,IFITMD7,PRRT1,PRRT1,PRRT1,PRRT1
PRRT1,NG5,PRRT1,PRRT1,PRRT1,PRRT1
PPT2,C6orf8,PPT2,PPT2,PPT2,PPT2
PPT2,G14,PPT2,PPT2,PPT2,PPT2
PPT2,PPT-2,PPT2,PPT2,PPT2,PPT2
EGFL8,C6orf8,EGFL8,EGFL8,NA,EGFL8
EGFL8,NG3,EGFL8,EGFL8,NA,EGFL8
AGPAT1,1-AGPAT1,AGPAT1,AGPAT1,AGPAT1,AGPAT1
AGPAT1,G15,AGPAT1,AGPAT1,AGPAT1,AGPAT1
AGPAT1,LPAAT-ALPHA,AGPAT1,AGPAT1,AGPAT1,AGPAT1
AGPAT1,LPAATA,AGPAT1,AGPAT1,AGPAT1,AGPAT1
RNF5,RING5,RNF5,RNF5,RNF5,RNF5
RNF5,RMA1,RNF5,RNF5,RNF5,RNF5
AGER,RAGE,AGER,AGER,RAGE,AGER
AGER,SCARJ1,AGER,AGER,RAGE,AGER
PBX2,G17,PBX2,PBX2,PBX2,PBX2
PBX2,G17,PBX2P1,PBX2,PBX2,PBX2
PBX2,HOX12,PBX2,PBX2,PBX2,PBX2
PBX2,HOX12,PBX2P1,PBX2,PBX2,PBX2
PBX2,PBX2MHC,PBX2,PBX2,PBX2,PBX2
PBX2,PBX2MHC,PBX2P1,PBX2,PBX2,PBX2
GPSM3,AGS4,GPSM3,GPSM3,GPSM3,GPSM3
GPSM3,C6orf9,GPSM3,GPSM3,GPSM3,GPSM3
GPSM3,G18,GPSM3,GPSM3,GPSM3,GPSM3
GPSM3,G18.1A,GPSM3,GPSM3,GPSM3,GPSM3
GPSM3,G18.1B,GPSM3,GPSM3,GPSM3,GPSM3
GPSM3,G18.2,GPSM3,GPSM3,GPSM3,GPSM3
GPSM3,NG1,GPSM3,GPSM3,GPSM3,GPSM3
NOTCH4,INT3,NOTCH4,NOTCH4,NOTCH4,NOTCH4
C6orf10,NA,TSBP1,NA,NA,C6orf10
BTNL2,BTL-II,BTNL2,NA,NA,BTNL2
BTNL2,BTN7,BTNL2,NA,NA,BTNL2
BTNL2,HSBLMHC1,BTNL2,NA,NA,BTNL2
BTNL2,SS2,BTNL2,NA,NA,BTNL2
LOC101929163,NA,LOC101929163,NA,NA,NA
HLA-DRA,HLA-DRA1,HLA-DRA,HLA-DRA,HLA-DRA,HLA-DRA
HLA-DRB5,-,HLA-DRB5,HLA-DRB5,NA,HLA-DRB5
HLA-DRB1,DRB1,HLA-DRB1,HLA-DRB1,NA,HLA-DRB1
HLA-DRB1,HLA-DR1B,HLA-DRB1,HLA-DRB1,NA,HLA-DRB1
HLA-DRB1,HLA-DRB,HLA-DRB1,HLA-DRB1,NA,HLA-DRB1
HLA-DRB1,SS1,HLA-DRB1,HLA-DRB1,NA,HLA-DRB1
HLA-DQA1,CELIAC1,HLA-DQA1,HLA-DQA1,NA,HLA-DQA1
HLA-DQA1,DQ-A1,HLA-DQA1,HLA-DQA1,NA,HLA-DQA1
HLA-DQA1,DQA1,HLA-DQA1,HLA-DQA1,NA,HLA-DQA1
HLA-DQA1,HLA-DQA,HLA-DQA1,HLA-DQA1,NA,HLA-DQA1
HLA-DQB1,CELIAC1,HLA-DQB1,HLA-DQB1,NA,HLA-DQB1
HLA-DQB1,HLA-DQB,HLA-DQB1,HLA-DQB1,NA,HLA-DQB1
HLA-DQB1,IDDM1,HLA-DQB1,HLA-DQB1,NA,HLA-DQB1
HLA-DQA2,DC-ALPHA,HLA-DQA2,NA,NA,HLA-DQA2
HLA-DQA2,DX-ALPHA,HLA-DQA2,NA,NA,HLA-DQA2
HLA-DQA2,HLA-DCA,HLA-DQA2,NA,NA,HLA-DQA2
HLA-DQA2,HLA-DXA,HLA-DQA2,NA,NA,HLA-DQA2
HLA-DQA2,HLADQA2,HLA-DQA2,NA,NA,HLA-DQA2
HLA-DQB2,DQB2,HLA-DQB2,HLA-DQB1,NA,HLA-DQB2
HLA-DQB2,HLA-DQB1,HLA-DQB2,HLA-DQB1,NA,HLA-DQB2
