gene_symbol,Howard_pvalue,gene_name.x,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_p,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,gene_name.y,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
STK19,7.0576e-07,serine/threonine kinase 19,+---,-----+-+,+-++-+,0.183258691042909,0.421414864469549,+,0.367,0.435905424119858,0.026934644,Ding,98.6,1,-0.0416,0.496,0.0751,serine/threonine kinase 19,VIIIB paravermis,VIIIB paravermis <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB paravermis <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Telencephalon projecting excitatory neurons,2.41234475480233,Sympathetic cholinergic neurons,3.45701413647564
GPC5,1.3483e-07,glypican 5,++-+,++++----,++-+-+,0.758538108042184,0.187958570014288,-,0.376,0.424907872077817,0.026207921,Labonte,101,1,-0.0416,0.496,0.768,glypican 5,pontine nuclei,pontine nuclei <  basal part of pons  <  pons  <  metencephalon  < gray matter,pontine nuclei < basal part of pons,Astrocytes,3.27197638308806,Peripheral sensory non-peptidergic neurons,4.29845432769986
DENND1B,1.4541e-08,DENN domain containing 1B,++++,-++-++--,+-+-+-,0.741893950024497,0.19182745501497,-,0.384,0.4160592393106,0.056220037,Ding,103,1,-0.0416,0.496,0.879,DENN domain containing 1B,abducens nucleus,abducens nucleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,abducens nucleus < pontine tegmentum,Hindbrain neurons,3.41860921719115,Hindbrain neurons,2.8469905646128
TAOK3,1.4896e-08,TAO kinase 3,----,+---++--,-+++--,0.887108520326944,0.192964306752745,-,0.386,0.4134930207889,0.027363222,Labonte,104,1,-0.0416,0.496,0.531,TAO kinase 3,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,Cholinergic and monoaminergic neurons,2.87097751733794,Peripheral sensory non-peptidergic neurons,2.71069151956007
ZKSCAN3,1.1575e-08,zinc finger with KRAB and SCAN domains 3,++-+,+-+-+-++,Filtered_Out,0.19301178990465,0.933813055317487,+,0.386,0.413386166135784,0.064166739,Labonte,104,1,-0.0416,0.496,0.289,zinc finger with KRAB and SCAN domains 3,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Choroid epithelial cells,2.97874457276878,Enteric neurons,3.02516222227187
HIST1H2AL,3.4904e-11,Not_Available,+++-,Not_Available,Not_Available,0.193312678363479,0.883038822634246,+,0.387,0.41270966627883,0.268505079326014,Ramaker,104,1,-0.0416,0.496,0.443,Not_Available,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Non-glutamatergic neuroblasts,4.36724295376907,Non-glutamatergic neuroblasts,4.72875715009712
RPS6KL1,1.0121e-07,ribosomal protein S6 kinase like 1,+-+-,----++++,--++--,0.380189515242156,0.194970819315261,-,0.39,0.409000387633388,0.008210583,Labonte,105,1,-0.0416,0.496,0.242,ribosomal protein S6 kinase like 1,V,V <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,2.17759813980319,Sympathetic noradrenergic neurons,3.20011359192157
PCDHA7,2.2519e-06,protocadherin alpha 7,-+++,-+----+-,Not_Available,0.195421232434647,0.459991704101147,+,0.391,0.40799825647706,0.045500336,Labonte,105,1,-0.0416,0.496,Not_Available,protocadherin alpha 7,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Hindbrain neurons,3.15661431335586,Hindbrain neurons,3.45083045485666
PCDHA1,5.4415e-08,protocadherin alpha 1,+---,---+----,Not_Available,0.986113562844206,0.204538857398858,-,0.409,0.388194178785658,0.09718751,Labonte,110,1,-0.0416,0.496,Not_Available,protocadherin alpha 1,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Telencephalon inhibitory interneurons,3.41843678278586,Sympathetic cholinergic neurons,4.87790313647664
CABP1,1.014e-08,calcium binding protein 1,+-+-,-+--++++,+++---,0.207574639443906,0.727204661978972,+,0.415,0.381795712107384,0.031571787,Labonte,112,1,-0.0416,0.496,0.769,calcium binding protein 1,postcentral gyrus bank of the central sulcus,postcentral gyrus bank of the central sulcus <  postcentral gyrus  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,postcentral gyrus bank of the central sulcus <  postcentral gyrus  < parietal lobe,Not_Available,Not_Available,Not_Available,Not_Available
SGCZ,9.7578e-10,sarcoglycan zeta,-+++,----++++,Filtered_Out,0.208784864816482,0.548525874931864,+,0.418,0.379270991638589,0.003670155,Labonte,112,1,-0.0416,0.496,0.271,sarcoglycan zeta,ventromedial hypothalamic nucleus,ventromedial hypothalamic nucleus <  tuberal region  <  hypothalamus  <  diencephalon  < gray matter,ventromedial hypothalamic nucleus < tuberal region,Cholinergic and monoaminergic neurons,3.49288894731675,Enteric neurons,2.99594245710222
MICB,2.6156e-07,MHC class I polypeptide-related sequence B,----,++-+++-+,Filtered_Out,0.209957529465887,0.972847024077124,+,0.42,0.376838550478271,0.082106921,Labonte,113,1,-0.0416,0.496,0.774,MHC class I polypeptide-related sequence B,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Pericytes,3.40195572479199,Sympathetic noradrenergic neurons,4.63295825716416
CSMD1,3.3077e-07,CUB and Sushi multiple domains 1,-+++,-+--+++-,+-+---,0.51795783052996,0.210995298822056,-,0.422,0.374697225428775,0.048293727,Ding,114,1,-0.0416,0.496,0.832,CUB and Sushi multiple domains 1,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,3.00168843110949,Peripheral sensory non-peptidergic neurons,3.54623054897492
FCF1,4.3278e-08,FCF1 rRNA-processing protein,----,+++++-++,Filtered_Out,0.214466828973726,0.759902250172891,+,0.429,0.367609873818451,0.050312127,Labonte,115,1,-0.0416,0.496,0.395,FCF1 rRNA-processing protein,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,1.82468136186401,Sympathetic noradrenergic neurons,4.46050743918228
IQCJ-SCHIP1,1.3667e-07,IQCJ-SCHIP1 readthrough,--++,----+++-,Not_Available,0.850870350139665,0.228545531012385,-,0.457,0.339997270837716,0.058049956,Labonte,123,1,-0.0416,0.496,Not_Available,IQCJ-SCHIP1 readthrough,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Not_Available,Not_Available,Not_Available,Not_Available
ATP1A3,2.027e-06,ATPase Na+/K+ transporting subunit alpha 3,+-++,---+++++,+-+++-,0.229258032600747,0.912553859802519,+,0.459,0.338645443186699,0.054018165,Ding,123,1,-0.0416,0.496,0.602,ATPase Na+/K+ transporting subunit alpha 3,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,4.24305125178984,Hindbrain neurons,4.6154834999877
ZNF35,4.6635e-07,zinc finger protein 35,-+--,-++-+---,-+--+-,0.94118589266269,0.230307691550151,-,0.461,0.336661562064329,0.170828674,Labonte,124,1,-0.0416,0.496,0.151,zinc finger protein 35,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Subcommissural organ hypendymal cells,2.00647657925701,Sympathetic cholinergic neurons,2.42941816107446
PHF2,2.3153e-06,PHD finger protein 2,-+--,--+-++++,++----,0.231298389999106,0.484203602707323,+,0.463,0.334797394552592,0.014930993,Ding,124,1,-0.0416,0.496,0.125,PHD finger protein 2,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,2.84681986991091,Enteric neurons,3.35069240040798
CRB1,2.4995e-07,crumbs cell polarity complex component 1,++-+,+++-----,++-+-+,0.489420497643484,0.231811676413045,-,0.464,0.333834696634076,0.000989607,Ding,125,1,-0.0416,0.496,0.623,crumbs cell polarity complex component 1,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,4.97477673825537,Cholinergic and monoaminergic neurons,5.4162160540302
CNTNAP5,3.889e-09,contactin associated protein family member 5,-+-+,-+-+++++,Filtered_Out,0.233194076283792,0.899070545679646,+,0.466,0.331252490281363,0.046032215,Labonte,125,1,-0.0416,0.496,0.391,contactin associated protein family member 5,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,Hindbrain neurons,2.25336886161404,Enteric neurons,2.75891103538495
EP300,2.3037e-07,E1A binding protein p300,-+-+,----++-+,-+++--,0.558951144987067,0.23407341523001,-,0.468,0.329617912615167,0.037458427,Ding,126,1,-0.0416,0.496,0.245,E1A binding protein p300,IV,IV <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,3.20828803281745,Enteric neurons,3.85847334346357
PSEN2,2.6771e-06,presenilin 2,+++-,+++-++++,++---+,0.240049502684476,0.245005432674263,+,0.48,0.318669193766771,0.003469663,Ding,129,1,-0.0416,0.496,0.438,presenilin 2,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Cholinergic and monoaminergic neurons,4.51900239926402,Sympathetic cholinergic neurons,2.82785966242627
PROX2,7.5512e-10,prospero homeobox 2,---+,Missing_P_Values,Not_Available,0.494810810444187,0.244717437142404,-,0.489,0.310305088580792,0.164387514096537,Ramaker,132,1,-0.0416,0.496,0.148,prospero homeobox 2,globose nucleus,globose nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,globose nucleus < cerebellar nuclei,Olfactory ensheathing cells,4.22036091305781,Olfactory ensheathing cells,4.28919804920121
ESRRG,1.3144e-07,estrogen related receptor gamma,+++-,-+------,-+-+--,0.912503881395311,0.246003435609481,-,0.492,0.308028831965077,0.112173408,Ding,132,1,-0.0416,0.496,0.79,estrogen related receptor gamma,pontine nuclei,pontine nuclei <  basal part of pons  <  pons  <  metencephalon  < gray matter,pontine nuclei < basal part of pons,Hindbrain neurons,5.40182093186018,Hindbrain neurons,5.83466932445449
SDK1,9.1946e-09,sidekick cell adhesion molecule 1,-+++,----++++,Filtered_Out,0.914635351877229,0.252818173995307,-,0.506,0.296161714068325,0.086095119,Labonte,136,1,-0.0416,0.496,0.705,sidekick cell adhesion molecule 1,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.72364693590745,Peripheral sensory peptidergic neurons,2.66671939497139
CACNA2D1,2.5214e-06,calcium voltage-gated channel auxiliary subunit alpha2delta 1,-+++,++-++-+-,----++,0.255216775338598,0.263146418649191,+,0.51,0.292060787274571,0.031564513,Ding,137,1,-0.0416,0.496,0.899,calcium voltage-gated channel auxiliary subunit alpha2delta 1,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.95873227162061,Enteric neurons,2.70476378072363
ZNF197,2.2773e-10,zinc finger protein 197,-+-+,--+-----,Filtered_Out,0.687178089089554,0.258522219111568,-,0.517,0.286472129158057,0.18087823,Labonte,139,1,-0.0416,0.496,0.249,zinc finger protein 197,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
MEGF11,1.7823e-10,multiple EGF like domains 11,++-+,+++-++--,Filtered_Out,0.259151184978592,0.955324182195156,+,0.518,0.285416805327989,0.281680907,Labonte,139,1,-0.0416,0.496,0.84,multiple EGF like domains 11,lateral mammillary nucleus,lateral mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,lateral mammillary nucleus <  mammillary body  < mammillary region,Oligodendrocyte precursor cells,2.9008516052024,Oligodendrocyte precursor cells,3.17340914325478
BTN3A3,6.5955e-08,butyrophilin subfamily 3 member A3,+-+-,++++++-+,+--+++,0.259999710978597,0.887104621668593,+,0.52,0.283997139136239,0.053471551,Labonte,140,1,-0.0416,0.496,0.829,butyrophilin subfamily 3 member A3,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Not_Available,Not_Available,Not_Available,Not_Available
MIER1,2.6167e-06,MIER1 transcriptional regulator,-+--,++++----,Filtered_Out,0.365182886188934,0.260917825126769,-,0.522,0.282466254519985,0.024035521,Labonte,140,1,-0.0416,0.496,0.398,MIER1 transcriptional regulator,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,Pericytes,2.90738502916842,Enteric neurons,3.30656856842405
HSPE1-MOB4,2.2874e-07,HSPE1-MOB4 readthrough,+++-,Not_Available,Not_Available,0.268562613917875,0.805239433485213,+,0.537,0.269924449090609,0.31715451827505,Ramaker,144,1,-0.0416,0.496,Not_Available,HSPE1-MOB4 readthrough,medial mammillary nucleus,medial mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,medial mammillary nucleus <  mammillary body  < mammillary region,Not_Available,Not_Available,Not_Available,Not_Available
ASTN2,2.1867e-11,astrotactin 2,++--,--+---++,-++++-,0.560489461950449,0.268941670225921,-,0.538,0.269311906660486,0.021753736,Labonte,145,1,-0.0416,0.496,0.744,astrotactin 2,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Glutamatergic neuroblasts,2.84826952671517,Enteric neurons,2.52990794163297
PCDHA2,4.5699e-08,protocadherin alpha 2,-+-+,-++----+,Filtered_Out,0.42567119055664,0.273422180562664,-,0.547,0.262136261824626,0.056372446,Labonte,147,1,-0.0416,0.496,0.631,protocadherin alpha 2,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Spinal cord inhibitory neurons,3.62381760574292,Spinal cord inhibitory neurons,3.87457447125714
ERBB4,1.2937e-13,erb-b2 receptor tyrosine kinase 4,-+++,++--++--,+-+++-,0.278212453764649,0.572645733747865,+,0.556,0.254593437701522,0.04356264,Labonte,150,1,-0.0416,0.496,0.894,erb-b2 receptor tyrosine kinase 4,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Telencephalon inhibitory interneurons,4.38370811436805,Telencephalon inhibitory interneurons,4.76943202691819
GRIK5,2.0552e-07,glutamate ionotropic receptor kainate type subunit 5,+-++,----++++,++++--,0.278859963653368,0.520537086914728,+,0.558,0.253583837909832,0.076827027,Labonte,150,1,-0.0416,0.496,0.327,glutamate ionotropic receptor kainate type subunit 5,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,2.8686453598307,Telencephalon projecting excitatory neurons,2.66933952447768
SORBS3,4.4593e-08,sorbin and SH3 domain containing 3,+---,----++++,+-+-+-,0.39526596587054,0.290383558588023,-,0.581,0.235997981208225,0.018096816,Ding,156,1,-0.0416,0.496,0.407,sorbin and SH3 domain containing 3,cuneate nucleus,cuneate nucleus <  myelencephalon  < gray matter,cuneate nucleus <  myelencephalon  < gray matter,Choroid epithelial cells,2.44984791056423,Choroid epithelial cells,2.69134398604954
FAM172A,7.7452e-10,family with sequence similarity 172 member A,-+-+,++-++-+-,Not_Available,0.29066970422143,0.630083224244602,+,0.581,0.235570235637865,0.094309045,Labonte,156,1,-0.0416,0.496,0.505,family with sequence similarity 172 member A,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Oligodendrocytes,2.54488343707848,Peripheral sensory non-peptidergic neurons,2.68221919989064
RAB3B,1.6111e-06,"RAB3B, member RAS oncogene family",-+-+,+-+----+,++-+-+,0.892622346027034,0.292448940148422,-,0.585,0.232919952541707,0.096407959,Ding,157,1,-0.0416,0.496,0.954,"RAB3B, member RAS oncogene family",nucleus of the diagonal band horizontal division,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  < basal forebrain,Glutamatergic neuroblasts,3.48750037565414,Sympathetic noradrenergic neurons,5.81980021903417
TRMT10C,1.0772e-07,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",--+-,++++--+-,++--+-,0.29541085660383,0.844472575605269,+,0.591,0.228543552369922,0.017959925,Not_Available,159,1,-0.0416,0.496,0.618,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Schwann cells,2.50977744130317,Sympathetic noradrenergic neurons,3.92726443641264
PLCG1,2.9372e-07,phospholipase C gamma 1,--+-,+---++++,---++-,0.970723845133113,0.297064071139052,-,0.594,0.226119875755578,0.051410272,Labonte,160,1,-0.0416,0.496,0.252,phospholipase C gamma 1,VIIIA lateral hemisphere,VIIIA lateral hemisphere <  VIIIA  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIA lateral hemisphere <  VIIIA  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,2.79853012943192,Cholinergic and monoaminergic neurons,2.64183744677499
PCLO,6.5683e-13,piccolo presynaptic cytomatrix protein,-+-+,-----+++,Not_Available,0.91630304784937,0.298538836534153,-,0.597,0.223969168383659,0.06406793,Labonte,161,1,-0.0416,0.496,0.829,piccolo presynaptic cytomatrix protein,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.1103136786268,Cholinergic and monoaminergic neurons,3.0594309138566
CACNA1E,2.8558e-11,calcium voltage-gated channel subunit alpha1 E,-+-+,---+----,+-+-+-,0.448985786214789,0.302003933625098,-,0.604,0.218957404622086,0.022634176,Ding,162,1,-0.0416,0.496,0.753,calcium voltage-gated channel subunit alpha1 E,inferior olivary complex,inferior olivary complex <  myelencephalon  < gray matter,inferior olivary complex <  myelencephalon  < gray matter,Telencephalon projecting excitatory neurons,2.93957441095919,Telencephalon projecting excitatory neurons,3.11168061889145
GRM8,1.8034e-12,glutamate metabotropic receptor 8,+-++,----+---,++---+,0.719211540276757,0.3064532125068,-,0.613,0.212605825974816,0.056769944,Ding,165,1,-0.0416,0.496,0.571,glutamate metabotropic receptor 8,pontine nuclei,pontine nuclei <  basal part of pons  <  pons  <  metencephalon  < gray matter,pontine nuclei < basal part of pons,Hindbrain neurons,4.99345404558307,Hindbrain neurons,5.10986286366373
FANCL,4.5809e-07,FA complementation group L,---+,++++----,----++,0.752587811423835,0.308284799737102,-,0.617,0.210017892366698,0.101785342,Labonte,166,1,-0.0416,0.496,0.696,FA complementation group L,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Choroid epithelial cells,3.1314143729005,Sympathetic noradrenergic neurons,3.6759759913453
ZSCAN31,1.8159e-10,zinc finger and SCAN domain containing 31,-+--,++----+-,++-+++,0.309148756572616,0.492597191402351,+,0.618,0.208802500273687,0.077669288,Not_Available,166,1,-0.0416,0.496,0.551,zinc finger and SCAN domain containing 31,V lateral hemisphere,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
GRM5,6.2138e-17,glutamate metabotropic receptor 5,++++,-+-+----,Filtered_Out,0.314454539671808,0.632258038363943,+,0.629,0.201412135466445,0.076847424,Labonte,169,1,-0.0416,0.496,0.708,glutamate metabotropic receptor 5,septal nuclei,septal nuclei <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,septal nuclei < basal forebrain,Spinal cord inhibitory neurons,2.45408580251387,Spinal cord inhibitory neurons,2.69070567775424
PRR16,1.185e-06,proline rich 16,+++-,-++-----,Filtered_Out,0.320121589028712,0.535163663463797,+,0.64,0.193655040345359,0.0569805310330523,Ramaker,172,1,-0.0416,0.496,0.87,proline rich 16,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Spinal cord excitatory neurons,3.1394242142867,Spinal cord excitatory neurons,2.86295065837097
ESR2,2.6731e-09,estrogen receptor 2,++-+,+-+++---,Filtered_Out,0.321211254751381,0.80758008615093,+,0.642,0.192179250447972,0.058910126,Labonte,173,1,-0.0416,0.496,0.399,estrogen receptor 2,paraventricular nucleus of the hypothalamus,paraventricular nucleus of the hypothalamus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,paraventricular nucleus of the hypothalamus < anterior hypothalamic region,Cholinergic and monoaminergic neurons,5.53691415186752,Cholinergic and monoaminergic neurons,5.66013271833836
HLA-DQA1,6.0561e-07,"major histocompatibility complex, class II, DQ alpha 1",----,+++-+-++,Not_Available,0.903090394145701,0.322719936735736,-,0.645,0.190144208604052,0.255091897974486,Ramaker,174,1,-0.0416,0.496,0.999,"major histocompatibility complex, class II, DQ alpha 1",supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Perivascular macrophages,4.99698634411188,Perivascular macrophages,5.00429757573023
TCAIM,1.3974e-07,"T cell activation inhibitor, mitochondrial",-+++,-++-++--,-++-++,0.324676546694341,0.727763968826848,+,0.649,0.187519086233904,0.059828325,Labonte,175,1,-0.0416,0.496,0.608,"T cell activation inhibitor, mitochondrial",III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.40168938019485,Peripheral sensory neurofilament neurons,3.06888058391449
BSN,1.6089e-06,bassoon presynaptic cytomatrix protein,++++,----++++,++++--,0.531077047503826,0.330733349482747,-,0.661,0.179492015149302,0.022926033,Labonte,178,1,-0.0416,0.496,0.646,bassoon presynaptic cytomatrix protein,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,3.40809003508677,Telencephalon projecting excitatory neurons,3.05486009834863
LIN28B,6.5708e-10,lin-28 homolog B,++++,-+--+---,Filtered_Out,0.634424524424498,0.332349068911001,-,0.665,0.177375537917242,0.060373658,Labonte,179,1,-0.0416,0.496,0.913,lin-28 homolog B,preoptic region,preoptic region <  hypothalamus  <  diencephalon  < gray matter,preoptic region < hypothalamus,Cholinergic and monoaminergic neurons,4.06515548838301,Cholinergic and monoaminergic neurons,3.59561227412821
RBMS3,7.3116e-07,RNA binding motif single stranded interacting protein 3,-+-+,++--++--,Filtered_Out,0.338169794053437,0.631063528237539,+,0.676,0.169835191321989,0.06172529,Labonte,182,1,-0.0416,0.496,0.927,RNA binding motif single stranded interacting protein 3,medial mammillary nucleus,medial mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,medial mammillary nucleus <  mammillary body  < mammillary region,Cholinergic and monoaminergic neurons,4.58825511219871,Enteric neurons,3.2617952846437
DCC,2.5652e-14,DCC netrin 1 receptor,++++,-----+--,Filtered_Out,0.685753415715082,0.343867855968043,-,0.688,0.162578423536276,0.088550193,Labonte,185,1,-0.0416,0.496,0.787,DCC netrin 1 receptor,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Telencephalon projecting inhibitory neurons,3.58691690189963,Telencephalon projecting inhibitory neurons,3.86850836475096
SORCS3,2.2733e-19,sortilin related VPS10 domain containing receptor 3,-+++,+-++----,+-----,0.94195481653439,0.344753186993752,-,0.69,0.161461714731342,0.060374167,Labonte,185,1,-0.0416,0.496,0.601,sortilin related VPS10 domain containing receptor 3,claustrum,claustrum <  cerebral nuclei  <  telencephalon  < gray matter,claustrum < cerebral nuclei,Cholinergic and monoaminergic neurons,4.41892358784785,Cholinergic and monoaminergic neurons,4.66244545834245
MYBPC3,1.3929e-06,myosin binding protein C3,-++-,Not_Available,++-++-,0.478993597164396,0.34856232525195,-,0.697,0.156689560229291,0.043225843,Ding,188,1,-0.0416,0.496,0.231,myosin binding protein C3,motor nucleus of trigeminal nerve,motor nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,motor nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,Cerebellum neurons,5.32643804682043,Cerebellum neurons,5.81557799702496
