gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
EYS,1.32e-06,eyes shut homolog,-+,+---,Not_Available,0.338523781367773,0.819278546746314,+,0.677,0.169380820963272,0.271618567020418,Ramaker,182,1,-0.00264,0.966,0.00999,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
HIST1H2AL,3.49e-11,histone cluster 1 H2A family member l,-+,Not_Available,Not_Available,0.341587717945372,0.658412282054628,+,0.683,0.165467757437449,0.683175435890745,Ramaker,184,1,-0.00264,0.966,0.443,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
CDH13,1.59e-11,cadherin 13,-+,+--+,++,0.341753055741199,0.917122426662312,+,0.684,0.165257597890283,0.225371944,Labonte,184,1,-0.00264,0.966,0.826,reticular nucleus of thalamus,reticular nucleus of thalamus <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,reticular nucleus of thalamus < ventral thalamus,Cholinergic and monoaminergic neurons,5.0996074260216,Cholinergic and monoaminergic neurons,5.54202884977809
SORCS3,2.27e-19,sortilin related VPS10 domain containing receptor 3,+-,--++,++,0.819170016442429,0.342608796838741,-,0.685,0.164171494598891,0.226970181,Labonte,184,1,-0.00264,0.966,0.601,claustrum,claustrum <  cerebral nuclei  <  telencephalon  < gray matter,claustrum < cerebral nuclei,Cholinergic and monoaminergic neurons,4.41892358784785,Cholinergic and monoaminergic neurons,4.66244545834245
HIST1H4L,6.17e-11,histone cluster 1 H4 family member l,++,Not_Available,Filtered_Out,0.34355423816295,0.65644576183705,+,0.687,0.162974693870882,0.6871084763259,Ramaker,185,1,-0.00264,0.966,0.187,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ZNF501,5.35e-07,zinc finger protein 501,+-,--++,Filtered_Out,0.8201176696241,0.345860475826259,-,0.692,0.160069069703319,0.321876723985972,Ramaker,186,1,-0.00264,0.966,0.179,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
YLPM1,3.52e-10,YLP motif containing 1,+-,+-++,Not_Available,0.349234462966818,0.565392685182768,+,0.698,0.155852910374055,0.181042222,Labonte,188,1,-0.00264,0.966,0.157,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.78122141791888,Cholinergic and monoaminergic neurons,2.74398735586121
GTF2IRD1,2.15e-08,GTF2I repeat domain containing 1,-+,--++,++,0.355633860799344,0.902869115195472,+,0.711,0.14796689979316,0.278116535,Labonte,191,1,-0.00264,0.966,0.528,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Choroid epithelial cells,2.2685867220929,Enteric neurons,3.45766991804651
PRSS16,6.41e-09,serine protease 16,+-,Missing_P_Values,Filtered_Out,0.359002771379763,0.640997228620237,+,0.718,0.143872203138501,0.718005542759525,Ramaker,193,1,-0.00264,0.966,0.734,postcentral gyrus superior lateral aspect of gyrus,postcentral gyrus superior lateral aspect of gyrus <  postcentral gyrus  <  parietal lobe  <  cerebral cortex  <  telencephalon  < gray matter,postcentral gyrus superior lateral aspect of gyrus <  postcentral gyrus  < parietal lobe,Telencephalon projecting excitatory neurons,4.03171025588552,Sympathetic noradrenergic neurons,4.25160226046541
PCDHA4,3.57e-07,protocadherin alpha 4,-+,-+--,Not_Available,0.36077419023608,0.803142374722272,+,0.722,0.14173454375599,0.285168695312163,Ramaker,194,1,-0.00264,0.966,Not_Available,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Telencephalon inhibitory interneurons,3.26507021155604,Enteric neurons,4.16640383809155
HIST1H2BN,6.9e-17,histone cluster 1 H2B family member n,-+,--++,Filtered_Out,0.665867456518951,0.376906513012677,-,0.754,0.122736362134419,0.045282924,Labonte,203,1,-0.00264,0.966,0.121,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
TMEM42,4.87e-07,transmembrane protein 42,-+,++++,Not_Available,0.377165967858849,0.818719314132069,+,0.754,0.122437505418917,0.209431463,Labonte,203,1,-0.00264,0.966,0.325,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon projecting excitatory neurons,3.87566283100583,Peripheral sensory non-peptidergic neurons,2.85212076708556
ZNF197,2.28e-10,zinc finger protein 197,++,-+-+,Filtered_Out,0.377580112584769,0.865654917618863,+,0.755,0.121960892709322,0.334007445,Labonte,203,1,-0.00264,0.966,0.249,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
PCDHA7,2.25e-06,protocadherin alpha 7,++,+-++,Not_Available,0.379379843377986,0.86171388100558,+,0.759,0.119895751431925,0.38728043,Labonte,204,1,-0.00264,0.966,Not_Available,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Hindbrain neurons,3.15661431335586,Hindbrain neurons,3.45083045485666
ZFHX4,5.27e-09,zinc finger homeobox 4,+-,++++,-+,0.745006786745139,0.382193189779219,-,0.764,0.116687060150924,0.147746424477622,Ramaker,206,1,-0.00264,0.966,0.799,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Cholinergic and monoaminergic neurons,4.59560279366769,Cholinergic and monoaminergic neurons,4.22953199576822
EP300,2.3e-07,E1A binding protein p300,+-,+-++,++,0.382552847866476,0.526660911678679,+,0.765,0.116278564973454,0.237304775,Ding,206,1,-0.00264,0.966,0.245,IV,IV <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,3.20828803281745,Enteric neurons,3.85847334346357
ZNF322,3.72e-07,zinc finger protein 322,+-,----,++,0.38380089879926,0.396673966830378,+,0.768,0.114864016888358,0.115019195,Not_Available,206,1,-0.00264,0.966,0.256,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Cholinergic and monoaminergic neurons,3.00407509957772,Cholinergic and monoaminergic neurons,2.88376454481502
PLCG1,2.94e-07,phospholipase C gamma 1,--,+-++,++,0.389034590982667,0.63359345053213,+,0.778,0.108981786030861,0.201499789,Labonte,209,1,-0.00264,0.966,0.252,VIIIA lateral hemisphere,VIIIA lateral hemisphere <  VIIIA  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIA lateral hemisphere <  VIIIA  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,2.79853012943192,Cholinergic and monoaminergic neurons,2.64183744677499
FADS2,1.94e-08,fatty acid desaturase 2,--,++--,--,0.779879123082083,0.38947456422061,-,0.779,0.10849090427696,0.157199719,Ding,210,1,-0.00264,0.966,0.768,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Satellite glia,4.9914512447236,Satellite glia,5.30636788248189
PRR16,1.19e-06,proline rich 16,+-,+--+,Filtered_Out,0.657883052391593,0.389756550289164,-,0.78,0.108176581615526,0.144810094,Labonte,210,1,-0.00264,0.966,0.87,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Spinal cord excitatory neurons,3.1394242142867,Spinal cord excitatory neurons,2.86295065837097
CSMD1,3.31e-07,CUB and Sushi multiple domains 1,+-,--++,+-,0.866461026242511,0.390011829976178,-,0.78,0.107892223936558,0.149281488,Labonte,210,1,-0.00264,0.966,0.832,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,3.00168843110949,Peripheral sensory non-peptidergic neurons,3.54623054897492
RBFOX1,6.09e-17,RNA binding fox-1 homolog 1,+-,+++-,++,0.390673871185696,0.67589840933607,+,0.781,0.107155638361641,0.102405993,Not_Available,210,1,-0.00264,0.966,0.717,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,3.00782697103188,Peripheral sensory non-peptidergic neurons,3.48888258302817
ZNF638,1.83e-07,zinc finger protein 638,--,+-+-,Not_Available,0.400053655770986,0.669003397445597,+,0.8,0.0968517609017675,0.094749948,Labonte,215,1,-0.00264,0.966,0.685,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
SOX6,4.17e-07,SRY-box 6,-+,+--+,Filtered_Out,0.801998904429338,0.404497811510044,-,0.809,0.092053828082864,0.256197614,Labonte,218,1,-0.00264,0.966,0.933,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
C3orf84,2.53e-07,chromosome 3 open reading frame 84,+-,Not_Available,Not_Available,0.406146158602392,0.593853841397608,+,0.812,0.09028765437534,0.812292317204784,Ramaker,219,1,-0.00264,0.966,Not_Available,subcuneiform nucleus,subcuneiform nucleus <  midbrain reticular formation  <  midbrain tegmentum  <  mesencephalon  < gray matter,subcuneiform nucleus < midbrain reticular formation,Telencephalon projecting inhibitory neurons,4.07045432829706,Telencephalon projecting inhibitory neurons,4.45555292702574
HIST1H2BL,3.54e-12,histone cluster 1 H2B family member l,++,--++,Not_Available,0.406723595355529,0.751951578033247,+,0.813,0.0896706363684644,0.222589098,Labonte,219,1,-0.00264,0.966,0.0554,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ZHX3,2.34e-07,zinc fingers and homeoboxes 3,+-,--+-,++,0.409971171180201,0.634801266908141,+,0.82,0.0862166857566558,0.087707865,Ding,221,1,-0.00264,0.966,0.409,globus pallidus internal segment,globus pallidus internal segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus internal segment <  globus pallidus  < basal ganglia,Cholinergic and monoaminergic neurons,2.85813733182106,Cholinergic and monoaminergic neurons,2.14018429531549
ANKK1,5.17e-09,ankyrin repeat and kinase domain containing 1,++,Missing_P_Values,Filtered_Out,0.409995227954901,0.590004772045099,+,0.82,0.0861912024575388,0.819990455909803,Ramaker,221,1,-0.00264,0.966,Not_Available,IV,IV <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Ependymal cells,4.87196949618744,Ependymal cells,5.14854861636551
CNTN5,3.66e-07,contactin 5,--,+--+,Filtered_Out,0.411342521546346,0.430552690071768,+,0.823,0.0847663983560859,0.124001455,Labonte,221,1,-0.00264,0.966,0.584,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Telencephalon projecting inhibitory neurons,3.03734820226223,Enteric neurons,4.74784998801108
ACTL8,6.06e-07,actin like 8,+-,Not_Available,Filtered_Out,0.583852361278933,0.416147638721067,-,0.832,0.0797225696066772,0.832295277442134,Ramaker,224,1,-0.00264,0.966,0.466,globose nucleus,globose nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,globose nucleus < cerebellar nuclei,Not_Available,Not_Available,Not_Available,Not_Available
ARHGEF25,1.9e-06,Rho guanine nucleotide exchange factor 25,++,-+--,Not_Available,0.419303357679191,0.736714533674193,+,0.839,0.0764416641940624,0.388815708,Labonte,226,1,-0.00264,0.966,0.292,VI paravermis,VI paravermis <  VI  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VI paravermis <  VI  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Telencephalon projecting excitatory neurons,3.01383272171116,Peripheral sensory neurofilament neurons,2.86825843392875
ASXL3,2.06e-06,ASXL transcriptional regulator 3,--,---+,-+,0.658140557366487,0.424350396953848,-,0.849,0.0712453915672254,0.072512628,Labonte,228,1,-0.00264,0.966,0.787,superior rostral gyrus,superior rostral gyrus <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,superior rostral gyrus < frontal lobe,Cholinergic and monoaminergic neurons,2.93661225160883,Peripheral sensory non-peptidergic neurons,3.94108342751378
TMX2,1.49e-07,thioredoxin related transmembrane protein 2,--,-++-,Not_Available,0.807123734127684,0.427403076851109,-,0.855,0.068132360034762,0.385856901,Labonte,230,1,-0.00264,0.966,0.238,subthalamic nucleus,subthalamic nucleus <  subthalamus  <  diencephalon  < gray matter,subthalamic nucleus < subthalamus,Cholinergic and monoaminergic neurons,3.21900484937128,Sympathetic noradrenergic neurons,3.31975245299273
PSEN2,2.68e-06,presenilin 2,++,--+-,--,0.804444914956337,0.446634694657763,-,0.893,0.0490175482222477,0.220963483,Ding,240,1,-0.00264,0.966,0.438,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Cholinergic and monoaminergic neurons,4.51900239926402,Sympathetic cholinergic neurons,2.82785966242627
ZNF35,4.66e-07,zinc finger protein 35,-+,+-+-,+-,0.447484253337309,0.587030093789121,+,0.895,0.0481922469389215,0.102838764,Ding,241,1,-0.00264,0.966,0.151,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Subcommissural organ hypendymal cells,2.00647657925701,Sympathetic cholinergic neurons,2.42941816107446
TMEM161B,4.77e-14,transmembrane protein 161B,--,-++-,++,0.570628281794936,0.449957911550556,-,0.9,0.0457981119744634,0.21800232,Labonte,242,1,-0.00264,0.966,0.572,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,3.22836876819358,Hindbrain neurons,3.25705381699828
RAB3B,1.61e-06,"RAB3B, member RAS oncogene family",++,+--+,--,0.568195472398522,0.451553314881218,-,0.903,0.0442609695275896,0.14063965,Labonte,243,1,-0.00264,0.966,0.954,nucleus of the diagonal band horizontal division,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  < basal forebrain,Glutamatergic neuroblasts,3.48750037565414,Sympathetic noradrenergic neurons,5.81980021903417
FAM120AOS,2.42e-06,family with sequence similarity 120A opposite strand,+-,+-++,Not_Available,0.683303989577133,0.45559974726357,-,0.911,0.0403865298465757,0.373402795211963,Ramaker,245,1,-0.00264,0.966,0.504,caudal group of intralaminar nuclei,caudal group of intralaminar nuclei <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,caudal group of intralaminar nuclei < dorsal thalamus,Not_Available,Not_Available,Not_Available,Not_Available
CDH22,1.88e-07,cadherin 22,-+,+--+,-+,0.458731972431428,0.620331203703737,+,0.917,0.0374109939475698,0.101395734,Labonte,247,1,-0.00264,0.966,0.324,IV,IV <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.41250955554672,Cholinergic and monoaminergic neurons,4.79293229388837
HS6ST3,1.66e-08,heparan sulfate 6-O-sulfotransferase 3,+-,+---,+-,0.869966887028697,0.460366652755965,-,0.921,0.0358661469121232,0.284376217,Ding,248,1,-0.00264,0.966,0.72,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Spinal cord inhibitory neurons,3.97261952437629,Spinal cord inhibitory neurons,3.85813019687383
HIST1H3I,6.38e-10,histone cluster 1 H3 family member i,++,Not_Available,Filtered_Out,0.463911206721513,0.536088793278487,+,0.928,0.0325351404214272,0.927822413443026,Ramaker,250,1,-0.00264,0.966,0.451,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
ATP1A3,2.03e-06,ATPase Na+/K+ transporting subunit alpha 3,+-,-+--,--,0.939696613745725,0.463980750361572,-,0.928,0.0324700414215807,0.403673575,Labonte,250,1,-0.00264,0.966,0.602,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,4.24305125178984,Hindbrain neurons,4.6154834999877
SDK1,9.19e-09,sidekick cell adhesion molecule 1,++,++--,Filtered_Out,0.467572079476874,0.659908571518859,+,0.935,0.0291214344620312,0.149923686,Labonte,252,1,-0.00264,0.966,0.705,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.72364693590745,Peripheral sensory peptidergic neurons,2.66671939497139
ANKHD1-EIF4EBP3,2.53e-06,ANKHD1-EIF4EBP3 readthrough,--,--++,Not_Available,0.780867114771356,0.472104039018953,-,0.944,0.0249322883442047,0.473649764119853,Ramaker,254,1,-0.00264,0.966,Not_Available,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,3.52796464439445,Enteric neurons,3.36518049160504
NRG1,9.64e-10,neuregulin 1,--,-+++,-+,0.474119820325578,0.536762339572565,+,0.948,0.0230818931889624,0.156002434,Ding,255,1,-0.00264,0.966,0.928,basal nucleus of meynert,basal nucleus of meynert <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,basal nucleus of meynert <  substantia innominata  < basal forebrain,Not_Available,Not_Available,Not_Available,Not_Available
HIST1H2BF,3.58e-08,histone cluster 1 H2B family member f,++,-+++,Filtered_Out,0.474367906477363,0.782189217214819,+,0.949,0.0228547053273393,0.330332904,Labonte,255,1,-0.00264,0.966,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
PLCL1,7.79e-07,phospholipase C like 1 (inactive),--,++-+,+-,0.559573246352057,0.47449013887191,-,0.949,0.0227428132376523,0.184066464351509,Ramaker,255,1,-0.00264,0.966,0.831,inferior olivary complex,inferior olivary complex <  myelencephalon  < gray matter,inferior olivary complex <  myelencephalon  < gray matter,Oligodendrocytes,3.74231229931164,Oligodendrocytes,3.5006278468572
C7orf72,8.26e-07,spermatogenesis associated 48,++,Not_Available,Not_Available,0.525413719897473,0.474586280102527,-,0.949,0.0226548253680811,0.949172560205054,Ramaker,255,1,-0.00264,0.966,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
BTN3A2,3.96e-13,butyrophilin subfamily 3 member A2,-+,----,+-,0.486164491054336,0.512957732693164,+,0.972,0.0121867690848216,0.263586244,Labonte,262,1,-0.00264,0.966,0.845,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Not_Available,Not_Available,Not_Available,Not_Available
PSORS1C1,1.74e-08,psoriasis susceptibility 1 candidate 1,-+,Missing_P_Values,Filtered_Out,0.505203741842978,0.494796258157022,-,0.99,0.0045435976713818,0.989592516314043,Ramaker,266,1,-0.00264,0.966,0.0512,temporal pole superior aspect,temporal pole superior aspect <  temporal pole  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,temporal pole superior aspect <  temporal pole  < temporal lobe,Not_Available,Not_Available,Not_Available,Not_Available
KIF15,3.68e-08,kinesin family member 15,+-,++-+,Filtered_Out,0.494878325469491,0.738886965010467,+,0.99,0.00447157120607417,0.249129132,Labonte,266,1,-0.00264,0.966,0.953,lingual gyrus striate,lingual gyrus striate <  lingual gyrus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,lingual gyrus striate <  lingual gyrus  < occipital lobe,Oligodendrocyte precursor cells,5.2283916162307,Oligodendrocyte precursor cells,5.64112714107512
MIER1,2.62e-06,MIER1 transcriptional regulator,++,+++-,Filtered_Out,0.49712997933974,0.854024215286117,+,0.994,0.00250005035165233,0.564067893396067,Ramaker,267,1,-0.00264,0.966,0.398,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,Pericytes,2.90738502916842,Enteric neurons,3.30656856842405
HLA-DQB1,2.33e-07,"major histocompatibility complex, class II, DQ beta 1",-+,-+--,Not_Available,0.764134693928866,0.497954303487429,-,0.996,0.0017805142948374,0.288173405,Labonte,268,1,-0.00264,0.966,0.989,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Oligodendrocytes,5.07595686578728,Oligodendrocytes,5.45495155214386
PRR34,5.59e-08,PRR34 long non-coding RNA,++,+++-,Filtered_Out,0.637696791405721,0.670607712661649,+,1,0,0.314420914,Labonte,269,1,-0.00264,0.966,0.233,preoptic region,preoptic region <  hypothalamus  <  diencephalon  < gray matter,preoptic region < hypothalamus,Not_Available,Not_Available,Not_Available,Not_Available
DENND1A,1.54e-14,DENN domain containing 1A,+-,--++,-+,0.62451402343134,0.631653183561209,+,1,0,0.230597858,Labonte,269,1,-0.00264,0.966,0.599,basolateral nucleus,basolateral nucleus <  amygdala  <  cerebral nuclei  <  telencephalon  < gray matter,basolateral nucleus < amygdala,Cholinergic and monoaminergic neurons,2.87396729572261,Cholinergic and monoaminergic neurons,2.84876785804461
TENM2,2.77e-14,teneurin transmembrane protein 2,+-,+-+-,-+,0.852950542526492,0.519850104510043,-,1,0,0.158223755,Labonte,269,1,-0.00264,0.966,0.975,cuneus striate,cuneus striate <  cuneus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,cuneus striate <  cuneus  < occipital lobe,Cholinergic and monoaminergic neurons,3.09093088910256,Cholinergic and monoaminergic neurons,3.35455660793708
DRD2,5.35e-14,dopamine receptor D2,+-,+-+-,Not_Available,0.757765151392691,0.587252771748871,-,1,0,0.59408057,Labonte,269,1,-0.00264,0.966,0.439,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Telencephalon projecting inhibitory neurons,5.03265317639234,Telencephalon projecting inhibitory neurons,5.48879160941623
PCLO,6.57e-13,piccolo presynaptic cytomatrix protein,+-,+--+,Not_Available,0.745056864280834,0.555580020264005,-,1,0,0.362405467,Labonte,269,1,-0.00264,0.966,0.829,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.1103136786268,Cholinergic and monoaminergic neurons,3.0594309138566
ZSCAN12,8.58e-11,zinc finger and SCAN domain containing 12,+-,+-++,Filtered_Out,0.641310295795148,0.585322008813319,-,1,0,0.361255177,Labonte,269,1,-0.00264,0.966,0.374,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Subcommissural organ hypendymal cells,2.51879530482849,Sympathetic cholinergic neurons,3.51776534571152
CHD6,1.38e-10,chromodomain helicase DNA binding protein 6,-+,+--+,+-,0.504383153035233,0.697369581154403,+,1,0,0.210143553,Labonte,269,1,-0.00264,0.966,0.655,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,3.31170008709823,Cholinergic and monoaminergic neurons,3.19207777428948
ZSCAN31,1.82e-10,zinc finger and SCAN domain containing 31,--,++-+,++,0.520144541758901,0.591678224707597,+,1,0,0.263363920987113,Ramaker,269,1,-0.00264,0.966,0.551,V lateral hemisphere,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
ZNF445,3.53e-10,zinc finger protein 445,-+,--++,-+,0.670252495470172,0.61607132517468,-,1,0,0.247804026,Ding,269,1,-0.00264,0.966,0.138,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Ependymal cells,2.52523202936322,Enteric neurons,2.82039486606516
