gene_symbol,Howard_pvalue,gene_name.x,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_p,minp,min_p_study,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p,DE_Prior_Rank,gene_name.y,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
BSN,1.6089e-06,bassoon presynaptic cytomatrix protein,+++,----+-,++-+,0.230153858581261,0.199899010733139,-,0.4,0.398159359463534,0.083761104,Labonte,108,1,-0.082,0.18,0.646,bassoon presynaptic cytomatrix protein,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,3.40809003508677,Telencephalon projecting excitatory neurons,3.05486009834863
HIST1H2BL,3.5412e-12,Not_Available,+++,++++--,Not_Available,0.200257795335887,0.945574999143182,+,0.401,0.397380573684776,0.115544029,Labonte,108,1,-0.082,0.18,0.0554,Not_Available,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Non-glutamatergic neuroblasts,3.5840721171813,Non-glutamatergic neuroblasts,3.57586137470859
TMEM161B,4.7697e-14,transmembrane protein 161B,+-+,+++--+,+-+-,0.351573282897139,0.20176002409462,-,0.404,0.394134883242619,0.032318539,Ding,109,1,-0.082,0.18,0.572,transmembrane protein 161B,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,3.22836876819358,Hindbrain neurons,3.25705381699828
GRM8,1.8034e-12,glutamate metabotropic receptor 8,+--,----+-,++--,0.74518210437727,0.207068623089712,-,0.414,0.382855708684354,0.056769944,Ding,111,1,-0.082,0.18,0.571,glutamate metabotropic receptor 8,pontine nuclei,pontine nuclei <  basal part of pons  <  pons  <  metencephalon  < gray matter,pontine nuclei < basal part of pons,Hindbrain neurons,4.99345404558307,Hindbrain neurons,5.10986286366373
OR12D3,1.202e-09,olfactory receptor family 12 subfamily D member 3,--+,Not_Available,Filtered_Out,0.20876787773246,0.603829899766737,+,0.418,0.379306327997841,0.072110950691814,Ramaker,112,1,-0.082,0.18,0.0523,olfactory receptor family 12 subfamily D member 3,lateral tuberal nucleus,lateral tuberal nucleus <  tuberal region  <  hypothalamus  <  diencephalon  < gray matter,lateral tuberal nucleus < tuberal region,Gene detected; No expression measured,Not_Available,Vascular endothelial cells,Not_Available
GRM5,6.2138e-17,glutamate metabotropic receptor 5,+++,-+-+--,Filtered_Out,0.209719821201839,0.884731751282174,+,0.419,0.3773305255551,0.143444522,Labonte,113,1,-0.082,0.18,0.708,glutamate metabotropic receptor 5,septal nuclei,septal nuclei <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,septal nuclei < basal forebrain,Spinal cord inhibitory neurons,2.45408580251387,Spinal cord inhibitory neurons,2.69070567775424
MAP9,7.1456e-07,microtubule associated protein 9,+++,++-+-+,-++-,0.21259424652433,0.43840288640345,+,0.425,0.371418497378028,0.010768352,Ding,114,1,-0.082,0.18,0.931,microtubule associated protein 9,medial mammillary nucleus,medial mammillary nucleus <  mammillary body  <  mammillary region  <  hypothalamus  <  diencephalon  < gray matter,medial mammillary nucleus <  mammillary body  < mammillary region,Cholinergic and monoaminergic neurons,3.44191335187268,Cholinergic and monoaminergic neurons,2.81388160029267
C7orf72,8.2601e-07,Not_Available,Not_Available,Not_Available,Not_Available,0.5437812643781,0.212667803727335,-,0.425,0.371268258306993,0.217356615210777,Ramaker,114,1,-0.082,0.18,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Ependymal cells,4.24085511420831,Peripheral sensory non-peptidergic neurons,4.43276936085343
GTF2IRD1,2.1525e-08,GTF2I repeat domain containing 1,---,+-----,-+++,0.661938303774677,0.2133722945096,-,0.427,0.369831976889271,0.107730008,Labonte,115,1,-0.082,0.18,0.528,GTF2I repeat domain containing 1,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Choroid epithelial cells,2.2685867220929,Enteric neurons,3.45766991804651
KIF15,3.6765e-08,kinesin family member 15,++-,+++-++,Filtered_Out,0.215723515166287,0.922691434632939,+,0.431,0.365072515931078,0.141769699,Labonte,116,1,-0.082,0.18,0.953,kinesin family member 15,lingual gyrus striate,lingual gyrus striate <  lingual gyrus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,lingual gyrus striate <  lingual gyrus  < occipital lobe,Oligodendrocyte precursor cells,5.2283916162307,Oligodendrocyte precursor cells,5.64112714107512
OR2B2,2.7942e-12,olfactory receptor family 2 subfamily B member 2,+++,Not_Available,Filtered_Out,0.21634415434485,0.938947345617709,+,0.433,0.363824839352109,0.420964798042919,Ramaker,116,1,-0.082,0.18,0.0751,olfactory receptor family 2 subfamily B member 2,hypoglossal nucleus,hypoglossal nucleus <  myelencephalon  < gray matter,hypoglossal nucleus <  myelencephalon  < gray matter,Hindbrain neurons,5.57048499058233,Hindbrain neurons,6.08486984459331
CDK14,2.9335e-07,cyclin dependent kinase 14,+++,++-+-+,+---,0.216833212109997,0.662543531307092,+,0.434,0.362844200955804,0.100094103,Labonte,117,1,-0.082,0.18,0.772,cyclin dependent kinase 14,CA4 field,CA4 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA4 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.61532643878443,Cholinergic and monoaminergic neurons,3.23817115049914
DRD2,5.3507e-14,dopamine receptor D2,++-,--+++-,Not_Available,0.502560582815353,0.220656819815608,-,0.441,0.355252649654481,0.01596144,Labonte,119,1,-0.082,0.18,0.439,dopamine receptor D2,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Telencephalon projecting inhibitory neurons,5.03265317639234,Telencephalon projecting inhibitory neurons,5.48879160941623
CACNA2D1,2.5214e-06,calcium voltage-gated channel auxiliary subunit alpha2delta 1,-++,++-+-+,--+-,0.238268471577904,0.221576729909251,-,0.443,0.353445855692349,0.031564513,Ding,119,1,-0.082,0.18,0.899,calcium voltage-gated channel auxiliary subunit alpha2delta 1,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.95873227162061,Enteric neurons,2.70476378072363
HIST1H3J,1.093e-14,Not_Available,--+,Not_Available,Filtered_Out,0.712423071736694,0.224881417355173,-,0.45,0.34701643450971,0.187097426757102,Ramaker,121,1,-0.082,0.18,0.0751,Not_Available,VI,VI <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VI <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Non-glutamatergic neuroblasts,4.30801622374329,Non-glutamatergic neuroblasts,4.7069109016322
CCS,2.3011e-06,copper chaperone for superoxide dismutase,+--,--+--+,+++-,0.225675981348359,0.355825940146476,+,0.451,0.345484664677594,0.061848783,Ding,121,1,-0.082,0.18,0.214,copper chaperone for superoxide dismutase,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Satellite glia,3.67842258355835,Sympathetic cholinergic neurons,3.02968969462692
BAZ2B,1.3215e-07,bromodomain adjacent to zinc finger domain 2B,---,+-+-++,--++,0.233883158439163,0.226172414020809,-,0.452,0.344530370895701,0.008912763,Labonte,122,1,-0.082,0.18,0.588,bromodomain adjacent to zinc finger domain 2B,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Cholinergic and monoaminergic neurons,3.00542632558325,Enteric neurons,3.13509874745176
CNTNAP5,3.889e-09,contactin associated protein family member 5,-++,-+-+--,Filtered_Out,0.572493911349827,0.230456837917796,-,0.461,0.336380405670623,0.054350763,Labonte,124,1,-0.082,0.18,0.391,contactin associated protein family member 5,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,Hindbrain neurons,2.25336886161404,Enteric neurons,2.75891103538495
ASTN2,2.1867e-11,astrotactin 2,+++,--+-+-,-+++,0.23150128280878,0.269535429249555,+,0.463,0.334416602436773,0.021753736,Labonte,125,1,-0.082,0.18,0.744,astrotactin 2,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Glutamatergic neuroblasts,2.84826952671517,Enteric neurons,2.52990794163297
PCDHA2,4.5699e-08,protocadherin alpha 2,-++,-++-++,Filtered_Out,0.231832682240019,0.94891457088957,+,0.464,0.33379534442552,0.198720751,Labonte,125,1,-0.082,0.18,0.631,protocadherin alpha 2,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Spinal cord inhibitory neurons,3.62381760574292,Spinal cord inhibitory neurons,3.87457447125714
ZNF445,3.5346e-10,zinc finger protein 445,+-+,--+---,++-+,0.550208584334501,0.236996367797259,-,0.474,0.324228314265558,0.057457585,Labonte,128,1,-0.082,0.18,0.138,zinc finger protein 445,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Ependymal cells,2.52523202936322,Enteric neurons,2.82039486606516
ANKK1,5.1735e-09,ankyrin repeat and kinase domain containing 1,++-,Missing_P_Values,Filtered_Out,0.238918689646793,0.861266506097255,+,0.478,0.32071988014918,0.282196227174581,Ramaker,129,1,-0.082,0.18,Not_Available,ankyrin repeat and kinase domain containing 1,IV,IV <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Ependymal cells,4.87196949618744,Ependymal cells,5.14854861636551
HIST1H3I,6.378e-10,Not_Available,-++,Not_Available,Filtered_Out,0.243719090119761,0.867571858248098,+,0.487,0.312080456238849,0.240848082868883,Ramaker,131,1,-0.082,0.18,0.451,Not_Available,V,V <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Satellite glia,3.0188723698569,Satellite glia,3.24844635290804
HSPA1A,8.134e-08,heat shock protein family A (Hsp70) member 1A,---,--+-++,--+-,0.982612627915969,0.244810519785649,-,0.49,0.310139928335142,0.188809176,Ding,132,1,-0.082,0.18,0.983,heat shock protein family A (Hsp70) member 1A,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,5.25706923807914,Enteric glia,5.18641512450258
CTTNBP2,1.261e-07,cortactin binding protein 2,-++,+-+-++,+-+-,0.508698026500264,0.245901439903659,-,0.492,0.308208932529458,0.040096248,Labonte,132,1,-0.082,0.18,0.808,cortactin binding protein 2,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon projecting excitatory neurons,2.60885562836684,Telencephalon projecting excitatory neurons,2.85629697658472
ADCK3,1.4274e-08,Not_Available,Not_Available,Not_Available,Not_Available,0.247479738304598,0.924127901903179,+,0.495,0.305430356228919,0.452329406272494,Ramaker,133,1,-0.082,0.18,Not_Available,Not_Available,V lateral hemisphere,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,2.95998324764065,Sympathetic noradrenergic neurons,3.10916895544605
CSMD1,3.3077e-07,CUB and Sushi multiple domains 1,-++,-+----,+-++,0.421905003546427,0.253499279289806,-,0.507,0.294993275384239,0.069863034,Labonte,136,1,-0.082,0.18,0.832,CUB and Sushi multiple domains 1,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,3.00168843110949,Peripheral sensory non-peptidergic neurons,3.54623054897492
ZDHHC21,7.4997e-09,zinc finger DHHC-type palmitoyltransferase 21,+++,-+---+,----,0.269967805274299,0.257591225963815,-,0.515,0.288038938274001,0.039439474,Labonte,139,1,-0.082,0.18,0.752,zinc finger DHHC-type palmitoyltransferase 21,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,3.49567526804951,Peripheral sensory neurofilament neurons,2.82392946322424
MICB,2.6156e-07,MHC class I polypeptide-related sequence B,---,++-+-+,Filtered_Out,0.258947185087932,0.332607077570065,+,0.518,0.285758809999379,0.082106921,Labonte,139,1,-0.082,0.18,0.774,MHC class I polypeptide-related sequence B,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Pericytes,3.40195572479199,Sympathetic noradrenergic neurons,4.63295825716416
EPHB2,1.0438e-06,EPH receptor B2,---,---+++,++++,0.259279863870752,0.608814229189536,+,0.519,0.285201214328669,0.064315918,Ding,139,1,-0.082,0.18,0.805,EPH receptor B2,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Enteric glia,3.34772225734091,Enteric glia,3.17103218033794
BTN3A3,6.5955e-08,butyrophilin subfamily 3 member A3,++-,++++++,+---,0.260664396270758,0.321645472831115,+,0.521,0.28288828869932,0.021741573,Ding,140,1,-0.082,0.18,0.829,butyrophilin subfamily 3 member A3,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Not_Available,Not_Available,Not_Available,Not_Available
MGAT4C,1.2237e-06,MGAT4 family member C,--+,++---+,--++,0.262623719003753,0.744047243102958,+,0.525,0.279636057269305,0.017645921,Labonte,141,1,-0.082,0.18,0.272,MGAT4 family member C,dorsal motor nucleus of the vagus,dorsal motor nucleus of the vagus <  myelencephalon  < gray matter,dorsal motor nucleus of the vagus <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,4.24420568019863,Cholinergic and monoaminergic neurons,3.66053389443231
EYS,1.3196e-06,eyes shut homolog,+-+,+--++-,Not_Available,0.74438933222229,0.263981314539871,-,0.528,0.277396817160968,0.07698382,Labonte,142,1,-0.082,0.18,0.00999,eyes shut homolog,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
MYBPC3,1.3929e-06,myosin binding protein C3,--+,Not_Available,++--,0.444136991165865,0.267554362075483,-,0.535,0.271557968443167,0.07216985,Ding,144,1,-0.082,0.18,0.231,myosin binding protein C3,motor nucleus of trigeminal nerve,motor nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,motor nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,Cerebellum neurons,5.32643804682043,Cerebellum neurons,5.81557799702496
RAB27B,1.3862e-09,"RAB27B, member RAS oncogene family",+++,++-+--,Filtered_Out,0.268318336124674,0.655354682209273,+,0.537,0.270319652179677,0.022688391,Labonte,144,1,-0.082,0.18,0.948,"RAB27B, member RAS oncogene family",parahippocampal gyrus lateral bank of gyrus,parahippocampal gyrus lateral bank of gyrus <  parahippocampal gyrus  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,parahippocampal gyrus lateral bank of gyrus <  parahippocampal gyrus  < limbic lobe,Cholinergic and monoaminergic neurons,4.79270573437319,Peripheral sensory non-peptidergic neurons,5.27957924833239
PCDHA1,5.4415e-08,protocadherin alpha 1,++-,---+++,Not_Available,0.271330439826917,0.821191653043051,+,0.543,0.265471485519933,0.054979465113963,Ramaker,146,1,-0.082,0.18,Not_Available,protocadherin alpha 1,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Telencephalon inhibitory interneurons,3.41843678278586,Sympathetic cholinergic neurons,4.87790313647664
LIN28B,6.5708e-10,lin-28 homolog B,+-+,-+----,Filtered_Out,0.722958515991664,0.273652299819961,-,0.547,0.261770901958275,0.060373658,Labonte,147,1,-0.082,0.18,0.913,lin-28 homolog B,preoptic region,preoptic region <  hypothalamus  <  diencephalon  < gray matter,preoptic region < hypothalamus,Cholinergic and monoaminergic neurons,4.06515548838301,Cholinergic and monoaminergic neurons,3.59561227412821
HLA-DQB1,2.3306e-07,"major histocompatibility complex, class II, DQ beta 1",---,--+--+,Not_Available,0.974278002695943,0.27680600165538,-,0.554,0.25679450215839,0.2122362663558,Ramaker,149,1,-0.082,0.18,0.989,"major histocompatibility complex, class II, DQ beta 1",supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Oligodendrocytes,5.07595686578728,Oligodendrocytes,5.45495155214386
PRR34,5.588e-08,PRR34 long non-coding RNA,-+-,+-++++,Filtered_Out,0.439068277797776,0.280343837101589,-,0.561,0.25127899104683,0.031395216,Labonte,151,1,-0.082,0.18,0.233,PRR34 long non-coding RNA,preoptic region,preoptic region <  hypothalamus  <  diencephalon  < gray matter,preoptic region < hypothalamus,Not_Available,Not_Available,Not_Available,Not_Available
ATP1A3,2.027e-06,ATPase Na+/K+ transporting subunit alpha 3,++-,---+-+,+--+,0.284404527270654,0.85200657363396,+,0.569,0.245033498941392,0.054018165,Ding,153,1,-0.082,0.18,0.602,ATPase Na+/K+ transporting subunit alpha 3,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,4.24305125178984,Hindbrain neurons,4.6154834999877
NRD1,2.6643e-08,Not_Available,Not_Available,Not_Available,Not_Available,0.555022267398285,0.285600824143412,-,0.571,0.243210548009124,0.184030337,Ding,154,1,-0.082,0.18,Not_Available,Not_Available,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Cholinergic and monoaminergic neurons,2.99464039255866,Enteric neurons,2.59847808488664
HTT,8.8516e-07,huntingtin,+++,------,Not_Available,0.407622994070874,0.289423252415992,-,0.579,0.237436584704727,0.057434382,Labonte,156,1,-0.082,0.18,0.321,huntingtin,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Cholinergic and monoaminergic neurons,3.05514778378566,Cholinergic and monoaminergic neurons,2.63698335319815
NEGR1,3.5506e-15,neuronal growth regulator 1,+++,-+-+-+,++--,0.540488510699523,0.290783929385163,-,0.582,0.235399603428949,0.026356835,Ding,156,1,-0.082,0.18,0.974,neuronal growth regulator 1,lingual gyrus striate,lingual gyrus striate <  lingual gyrus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,lingual gyrus striate <  lingual gyrus  < occipital lobe,Cholinergic and monoaminergic neurons,3.55482215650572,Cholinergic and monoaminergic neurons,3.43387497988335
ESR2,2.6731e-09,estrogen receptor 2,+++,+-++++,Filtered_Out,0.293295879795565,0.977349074740045,+,0.587,0.231664042257679,0.301010967,Labonte,158,1,-0.082,0.18,0.399,estrogen receptor 2,paraventricular nucleus of the hypothalamus,paraventricular nucleus of the hypothalamus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,paraventricular nucleus of the hypothalamus < anterior hypothalamic region,Cholinergic and monoaminergic neurons,5.53691415186752,Cholinergic and monoaminergic neurons,5.66013271833836
PCLO,6.5683e-13,piccolo presynaptic cytomatrix protein,-++,----+-,Not_Available,0.485613430355857,0.293381205848541,-,0.587,0.231537715066322,0.06406793,Labonte,158,1,-0.082,0.18,0.829,piccolo presynaptic cytomatrix protein,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.1103136786268,Cholinergic and monoaminergic neurons,3.0594309138566
ZKSCAN7,5.1089e-10,zinc finger with KRAB and SCAN domains 7,+-+,+-+---,Filtered_Out,0.846021848567726,0.293659891276461,-,0.587,0.23112537067266,0.166059223,Labonte,158,1,-0.082,0.18,0.788,zinc finger with KRAB and SCAN domains 7,IX,IX <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Hindbrain neurons,4.76743992832076,Hindbrain neurons,4.64540988182165
GPC6,1.5958e-09,glypican 6,--+,+++---,--++,0.296191341827074,0.849679200889979,+,0.592,0.227397645126126,0.009493914,Ding,159,1,-0.082,0.18,0.914,glypican 6,locus ceruleus,locus ceruleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,locus ceruleus < pontine tegmentum,Hindbrain neurons,2.53277130763208,Enteric neurons,5.31693731683651
TENM2,2.767e-14,teneurin transmembrane protein 2,+++,----+-,++-+,0.300830565933856,0.669246590270597,+,0.602,0.220648043619871,0.179441854,Not_Available,162,1,-0.082,0.18,0.975,teneurin transmembrane protein 2,cuneus striate,cuneus striate <  cuneus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,cuneus striate <  cuneus  < occipital lobe,Cholinergic and monoaminergic neurons,3.09093088910256,Cholinergic and monoaminergic neurons,3.35455660793708
FANCL,4.5809e-07,FA complementation group L,---,++++++,----,0.325220012035219,0.300866028525484,-,0.602,0.220596851015432,0.101785342,Labonte,162,1,-0.082,0.18,0.696,FA complementation group L,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Choroid epithelial cells,3.1314143729005,Sympathetic noradrenergic neurons,3.6759759913453
ANKHD1,2.0799e-06,ankyrin repeat and KH domain containing 1,--+,+-+-++,Filtered_Out,0.305081932271597,0.925998687955148,+,0.61,0.214553515956452,0.136400031,Labonte,164,1,-0.082,0.18,Not_Available,ankyrin repeat and KH domain containing 1,IV lateral hemisphere,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV lateral hemisphere <  IV  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,3.52796464439445,Enteric neurons,3.36518049160504
HIST1H2AL,3.4904e-11,Not_Available,+-+,Not_Available,Not_Available,0.309511873306488,0.804599609554461,+,0.619,0.208292690519194,0.311998399779276,Ramaker,167,1,-0.082,0.18,0.443,Not_Available,III paravermis,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,III paravermis <  III  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Non-glutamatergic neuroblasts,4.36724295376907,Non-glutamatergic neuroblasts,4.72875715009712
PGBD1,5.9534e-14,piggyBac transposable element derived 1,+-+,+++-++,----,0.313186833434244,0.333833524945836,+,0.626,0.2031665085716,0.044968467,Labonte,168,1,-0.082,0.18,0.438,piggyBac transposable element derived 1,VIIB,VIIB <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIB <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,2.54124528680014,Cholinergic and monoaminergic neurons,2.67936848883206
MED19,1.7536e-07,mediator complex subunit 19,++-,++----,-+-+,0.524438654546354,0.316759827596341,-,0.634,0.198239906417,0.121863617,Labonte,170,1,-0.082,0.18,0.125,mediator complex subunit 19,CA4 field,CA4 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA4 field <  hippocampal formation  < limbic lobe,Ependymal cells,2.20577960467865,Sympathetic cholinergic neurons,2.75665720184329
XRCC3,3.7865e-09,X-ray repair cross complementing 3,---,-+----,Filtered_Out,0.973888921909359,0.322316711490492,-,0.645,0.190687180921255,0.28832624553154,Ramaker,173,1,-0.082,0.18,0.396,X-ray repair cross complementing 3,IX,IX <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Oligodendrocytes,3.64606996247222,Oligodendrocytes,3.9863850444926
NRG1,9.6427e-10,neuregulin 1,+-+,-----+,++-+,0.326241818674013,0.675951980866414,+,0.652,0.185430374868706,0.09318633,Ding,176,1,-0.082,0.18,0.928,neuregulin 1,basal nucleus of meynert,basal nucleus of meynert <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,basal nucleus of meynert <  substantia innominata  < basal forebrain,Not_Available,Not_Available,Not_Available,Not_Available
SIM1,1.468e-06,SIM bHLH transcription factor 1,+-+,Not_Available,Filtered_Out,0.330500404675463,0.806425981309238,+,0.661,0.179798008749722,0.313471928149642,Ramaker,178,1,-0.082,0.18,0.05,SIM bHLH transcription factor 1,paraventricular nucleus of the hypothalamus,paraventricular nucleus of the hypothalamus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,paraventricular nucleus of the hypothalamus < anterior hypothalamic region,Peptidergic neurons,5.56769688705994,Peptidergic neurons,6.081771755902
ARHGEF25,1.902e-06,Rho guanine nucleotide exchange factor 25,++-,+----+,Not_Available,0.344871122016497,0.700129276234932,+,0.69,0.161313174346582,0.17548936080647,Ramaker,186,1,-0.082,0.18,0.292,Rho guanine nucleotide exchange factor 25,VI paravermis,VI paravermis <  VI  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VI paravermis <  VI  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Telencephalon projecting excitatory neurons,3.01383272171116,Peripheral sensory neurofilament neurons,2.86825843392875
