gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_genome_percentile_rank,meta_meta_lower_in_MDD_genome_percentile_rank,meta_direction,meta_empirical_p,minp,Spearman_corr,Spearman_p,Corrected_meta_empirical_p,Bonferroni_meta_empirical_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
ZNF197,2.28e-10,zinc finger protein 197,++,-+-+,Filtered_Out,0.412105033557875,0.823455328028519,+,0.824,0.334007445,0.0234,0.702,222,1,0.249,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
PCDHA7,2.25e-06,protocadherin alpha 7,++,+-++,Not_Available,0.41402150580334,0.816986370814603,+,0.828,0.38728043,0.0234,0.702,223,1,Not_Available,midbrain raphe nuclei,midbrain raphe nuclei <  midbrain tegmentum  <  mesencephalon  < gray matter,midbrain raphe nuclei < midbrain tegmentum,Hindbrain neurons,3.15661431335586,Hindbrain neurons,3.45083045485666
RPS6KL1,1.01e-07,ribosomal protein S6 kinase like 1,-+,+-++,++,0.416856114794404,0.776569446505925,+,0.834,0.094638677,0.0234,0.702,224,1,0.242,V,V <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,2.17759813980319,Sympathetic noradrenergic neurons,3.20011359192157
HARS2,1.35e-06,"histidyl-tRNA synthetase 2, mitochondrial",+-,+++-,-+,0.559155431813274,0.420050110496744,-,0.84,0.0559353,0.0234,0.702,226,1,0.143,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,2.57552851139088,Cholinergic and monoaminergic neurons,2.17146476079399
RERE,1.43e-11,arginine-glutamic acid dipeptide repeats,+-,--++,+-,0.548571093669778,0.42047084608634,-,0.841,0.057444288,0.0234,0.702,226,1,0.53,V lateral hemisphere,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.01214474981103,Sympathetic cholinergic neurons,2.97042255583533
PLCL1,7.79e-07,phospholipase C like 1 (inactive),--,++-+,+-,0.637943164163547,0.42345680341326,-,0.847,0.184066464351509,0.0234,0.702,228,1,0.831,inferior olivary complex,inferior olivary complex <  myelencephalon  < gray matter,inferior olivary complex <  myelencephalon  < gray matter,Oligodendrocytes,3.74231229931164,Oligodendrocytes,3.5006278468572
C3orf84,2.53e-07,chromosome 3 open reading frame 84,+-,Not_Available,Not_Available,0.425165411818389,0.574891626739676,+,0.85,0.812292317204784,0.0234,0.702,229,1,Not_Available,subcuneiform nucleus,subcuneiform nucleus <  midbrain reticular formation  <  midbrain tegmentum  <  mesencephalon  < gray matter,subcuneiform nucleus < midbrain reticular formation,Telencephalon projecting inhibitory neurons,4.07045432829706,Telencephalon projecting inhibitory neurons,4.45555292702574
TMEM42,4.87e-07,transmembrane protein 42,-+,++++,Not_Available,0.427929700487043,0.788546716640821,+,0.856,0.209431463,0.0234,0.702,230,1,0.325,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Telencephalon projecting excitatory neurons,3.87566283100583,Peripheral sensory non-peptidergic neurons,2.85212076708556
ANKK1,5.17e-09,ankyrin repeat and kinase domain containing 1,++,Missing_P_Values,Filtered_Out,0.428986995208761,0.571070043349304,+,0.858,0.819990455909803,0.0234,0.702,231,1,Not_Available,IV,IV <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Ependymal cells,4.87196949618744,Ependymal cells,5.14854861636551
FAM120AOS,2.42e-06,family with sequence similarity 120A opposite strand,+-,+-++,Not_Available,0.724030724636118,0.431139342827695,-,0.862,0.373402795211963,0.0234,0.702,232,1,0.504,caudal group of intralaminar nuclei,caudal group of intralaminar nuclei <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,caudal group of intralaminar nuclei < dorsal thalamus,Not_Available,Not_Available,Not_Available,Not_Available
HLA-DQB1,2.33e-07,"major histocompatibility complex, class II, DQ beta 1",-+,-+--,Not_Available,0.785847738939758,0.43595064806425,-,0.872,0.288173405,0.0234,0.702,235,1,0.989,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Oligodendrocytes,5.07595686578728,Oligodendrocytes,5.45495155214386
CDH13,1.59e-11,cadherin 13,-+,+--+,++,0.438898992924551,0.878516331858954,+,0.878,0.225371944,0.0234,0.702,236,1,0.826,reticular nucleus of thalamus,reticular nucleus of thalamus <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,reticular nucleus of thalamus < ventral thalamus,Cholinergic and monoaminergic neurons,5.0996074260216,Cholinergic and monoaminergic neurons,5.54202884977809
HIST1H2BL,3.54e-12,histone cluster 1 H2B family member l,++,--++,Not_Available,0.441202637934904,0.694016554688474,+,0.882,0.222589098,0.0234,0.702,237,1,0.0554,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
STAU1,1.34e-06,staufen double-stranded RNA binding protein 1,+-,+-++,--,0.587070589884648,0.443926444452871,-,0.888,0.140360832,0.0234,0.702,239,1,0.258,motor nucleus of trigeminal nerve,motor nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,motor nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,Cholinergic and monoaminergic neurons,3.64372187714201,Cholinergic and monoaminergic neurons,2.27957428896524
ANKHD1-EIF4EBP3,2.53e-06,ANKHD1-EIF4EBP3 readthrough,--,--++,Not_Available,0.805044538421951,0.444859130854439,-,0.89,0.473649764119853,0.0234,0.702,239,1,Not_Available,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Hindbrain neurons,3.52796464439445,Enteric neurons,3.36518049160504
ARHGEF25,1.9e-06,Rho guanine nucleotide exchange factor 25,++,-+--,Not_Available,0.448457865165963,0.678500806055463,+,0.897,0.388815708,0.0234,0.702,241,1,0.292,VI paravermis,VI paravermis <  VI  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VI paravermis <  VI  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Telencephalon projecting excitatory neurons,3.01383272171116,Peripheral sensory neurofilament neurons,2.86825843392875
ZNF638,1.83e-07,zinc finger protein 638,--,+-+-,Not_Available,0.451050055176858,0.637076953345885,+,0.902,0.094749948,0.0234,0.702,243,1,0.685,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
GTF2IRD1,2.15e-08,GTF2I repeat domain containing 1,-+,--++,++,0.454346422886924,0.865171829610078,+,0.909,0.278116535,0.0234,0.702,244,1,0.528,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Choroid epithelial cells,2.2685867220929,Enteric neurons,3.45766991804651
GRIK5,2.06e-07,glutamate ionotropic receptor kainate type subunit 5,+-,--+-,++,0.46228024944799,0.671971422806057,+,0.925,0.128552622,0.0234,0.702,249,1,0.327,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,2.8686453598307,Telencephalon projecting excitatory neurons,2.66933952447768
C7orf72,8.26e-07,spermatogenesis associated 48,++,Not_Available,Not_Available,0.537531371206936,0.462525667351129,-,0.925,0.949172560205054,0.0234,0.702,249,1,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
EP300,2.3e-07,E1A binding protein p300,+-,+-++,++,0.526409807548075,0.466491966189095,-,0.933,0.237304775,0.0234,0.702,251,1,0.245,IV,IV <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,3.20828803281745,Enteric neurons,3.85847334346357
ATP1A3,2.03e-06,ATPase Na+/K+ transporting subunit alpha 3,+-,-+--,--,0.933711555435698,0.467108199428718,-,0.934,0.403673575,0.0234,0.702,251,1,0.602,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Hindbrain neurons,4.24305125178984,Hindbrain neurons,4.6154834999877
HTT,8.85e-07,huntingtin,+-,---+,Not_Available,0.864490773243911,0.467412464538397,-,0.935,0.609039113999434,0.0234,0.702,251,1,0.321,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Cholinergic and monoaminergic neurons,3.05514778378566,Cholinergic and monoaminergic neurons,2.63698335319815
HIST1H3I,6.38e-10,histone cluster 1 H3 family member i,++,Not_Available,Filtered_Out,0.480321697467488,0.519735341090577,+,0.961,0.927822413443026,0.0234,0.702,258,1,0.451,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
PSORS1C1,1.74e-08,psoriasis susceptibility 1 candidate 1,-+,Missing_P_Values,Filtered_Out,0.518594569929272,0.481462468628793,-,0.963,0.989592516314043,0.0234,0.702,259,1,0.0512,temporal pole superior aspect,temporal pole superior aspect <  temporal pole  <  temporal lobe  <  cerebral cortex  <  telencephalon  < gray matter,temporal pole superior aspect <  temporal pole  < temporal lobe,Not_Available,Not_Available,Not_Available,Not_Available
C1QTNF7,2.61e-06,C1q and TNF related 7,-+,--+-,Filtered_Out,0.850725164823511,0.490689078849732,-,0.981,0.603750141,0.0234,0.702,264,1,0.915,central nucleus,central nucleus <  amygdala  <  cerebral nuclei  <  telencephalon  < gray matter,central nucleus < amygdala,Vascular smooth muscle cells,5.39118336166938,Sympathetic cholinergic neurons,5.94818233010013
FADS2,1.94e-08,fatty acid desaturase 2,--,++--,--,0.78809600862859,0.491584734592893,-,0.983,0.157199719,0.0234,0.702,264,1,0.768,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Satellite glia,4.9914512447236,Satellite glia,5.30636788248189
TENM2,2.77e-14,teneurin transmembrane protein 2,+-,+-+-,-+,0.864617706379883,0.492757215254275,-,0.986,0.158223755,0.0234,0.702,265,1,0.975,cuneus striate,cuneus striate <  cuneus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,cuneus striate <  cuneus  < occipital lobe,Cholinergic and monoaminergic neurons,3.09093088910256,Cholinergic and monoaminergic neurons,3.35455660793708
BTN3A2,3.96e-13,butyrophilin subfamily 3 member A2,-+,----,+-,0.50158165860217,0.494733531910106,-,0.989,0.263586244,0.0234,0.702,266,1,0.845,supraoptic nucleus,supraoptic nucleus <  anterior hypothalamic region  <  hypothalamus  <  diencephalon  < gray matter,supraoptic nucleus < anterior hypothalamic region,Not_Available,Not_Available,Not_Available,Not_Available
HS6ST3,1.66e-08,heparan sulfate 6-O-sulfotransferase 3,+-,+---,+-,0.869233408617129,0.496941023367572,-,0.994,0.284376217,0.0234,0.702,267,1,0.72,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Spinal cord inhibitory neurons,3.97261952437629,Spinal cord inhibitory neurons,3.85813019687383
PRR34,5.59e-08,PRR34 long non-coding RNA,++,+++-,Filtered_Out,0.672544072574927,0.617726729912328,-,1,0.314420914,0.0234,0.702,269,1,0.233,preoptic region,preoptic region <  hypothalamus  <  diencephalon  < gray matter,preoptic region < hypothalamus,Not_Available,Not_Available,Not_Available,Not_Available
RBFOX1,6.09e-17,RNA binding fox-1 homolog 1,+-,+++-,++,0.539130038985809,0.624489366340073,+,1,0.102405993,0.0234,0.702,269,1,0.717,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Telencephalon projecting excitatory neurons,3.00782697103188,Peripheral sensory non-peptidergic neurons,3.48888258302817
DENND1A,1.54e-14,DENN domain containing 1A,+-,--++,-+,0.672012414212848,0.630908451261355,-,1,0.230597858,0.0234,0.702,269,1,0.599,basolateral nucleus,basolateral nucleus <  amygdala  <  cerebral nuclei  <  telencephalon  < gray matter,basolateral nucleus < amygdala,Cholinergic and monoaminergic neurons,2.87396729572261,Cholinergic and monoaminergic neurons,2.84876785804461
DRD2,5.35e-14,dopamine receptor D2,+-,+-+-,Not_Available,0.782437447780448,0.5497173238128,-,1,0.59408057,0.0234,0.702,269,1,0.439,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,Telencephalon projecting inhibitory neurons,5.03265317639234,Telencephalon projecting inhibitory neurons,5.48879160941623
PCLO,6.57e-13,piccolo presynaptic cytomatrix protein,+-,+--+,Not_Available,0.769642391835325,0.509362941603219,-,1,0.362405467,0.0234,0.702,269,1,0.829,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,3.1103136786268,Cholinergic and monoaminergic neurons,3.0594309138566
ZSCAN12,8.58e-11,zinc finger and SCAN domain containing 12,+-,+-++,Filtered_Out,0.680917019393673,0.552525739955983,-,1,0.361255177,0.0234,0.702,269,1,0.374,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Subcommissural organ hypendymal cells,2.51879530482849,Sympathetic cholinergic neurons,3.51776534571152
CHD6,1.38e-10,chromodomain helicase DNA binding protein 6,-+,+--+,+-,0.552150055833482,0.742205039548516,+,1,0.210143553,0.0234,0.702,269,1,0.655,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Cholinergic and monoaminergic neurons,3.31170008709823,Cholinergic and monoaminergic neurons,3.19207777428948
ZSCAN31,1.82e-10,zinc finger and SCAN domain containing 31,--,++-+,++,0.636270423528705,0.541269339962261,-,1,0.263363920987113,0.0234,0.702,269,1,0.551,V lateral hemisphere,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V lateral hemisphere <  V  <  Anterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Not_Available,Not_Available,Not_Available,Not_Available
ZNF445,3.53e-10,zinc finger protein 445,-+,--++,-+,0.687219339154417,0.678235625909392,-,1,0.247804026,0.0234,0.702,269,1,0.138,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,Ependymal cells,2.52523202936322,Enteric neurons,2.82039486606516
ZKSCAN7,5.11e-10,zinc finger with KRAB and SCAN domains 7,-+,--++,Filtered_Out,0.661580346641507,0.500896643174428,-,1,0.166059223,0.0234,0.702,269,1,0.788,IX,IX <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Hindbrain neurons,4.76743992832076,Hindbrain neurons,4.64540988182165
LIN28B,6.57e-10,lin-28 homolog B,-+,---+,Filtered_Out,0.547086224886582,0.684407366324556,+,1,0.287288888,0.0234,0.702,269,1,0.913,preoptic region,preoptic region <  hypothalamus  <  diencephalon  < gray matter,preoptic region < hypothalamus,Cholinergic and monoaminergic neurons,4.06515548838301,Cholinergic and monoaminergic neurons,3.59561227412821
NRG1,9.64e-10,neuregulin 1,--,-+++,-+,0.565074355372313,0.597165054750303,+,1,0.156002434,0.0234,0.702,269,1,0.928,basal nucleus of meynert,basal nucleus of meynert <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,basal nucleus of meynert <  substantia innominata  < basal forebrain,Not_Available,Not_Available,Not_Available,Not_Available
PAX6,1.67e-09,paired box 6,++,+---,+-,0.645688348019688,0.740626184336919,+,1,0.12640285,0.0234,0.702,269,1,0.825,IX paravermis,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX paravermis <  IX  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Subcommissural organ hypendymal cells,3.57040004683164,Subcommissural organ hypendymal cells,3.87975115204495
TRMT61A,3.68e-09,tRNA methyltransferase 61A,++,+-+-,Not_Available,0.628727252395216,0.741588607879449,+,1,0.712301461962134,0.0234,0.702,269,1,0.267,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,Telencephalon projecting excitatory neurons,2.59218425815502,Sympathetic cholinergic neurons,4.17273728456568
XRCC3,3.79e-09,X-ray repair cross complementing 3,--,--++,Filtered_Out,0.807890987629766,0.570048226511277,-,1,0.748804559827586,0.0234,0.702,269,1,0.396,IX,IX <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IX <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Oligodendrocytes,3.64606996247222,Oligodendrocytes,3.9863850444926
SDK1,9.19e-09,sidekick cell adhesion molecule 1,++,++--,Filtered_Out,0.514377236402042,0.606042344919347,+,1,0.149923686,0.0234,0.702,269,1,0.705,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,Cholinergic and monoaminergic neurons,2.72364693590745,Peripheral sensory peptidergic neurons,2.66671939497139
AREL1,3.04e-08,apoptosis resistant E3 ubiquitin protein ligase 1,+-,+++-,++,0.803054914639231,0.588926256990459,-,1,0.415720835539232,0.0234,0.702,269,1,0.305,V,V <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,V <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon projecting inhibitory neurons,3.74135869975321,Sympathetic noradrenergic neurons,3.69940043835784
HIST1H2BF,3.58e-08,histone cluster 1 H2B family member f,++,-+++,Filtered_Out,0.520078465991658,0.732351811373215,+,1,0.330332904,0.0234,0.702,269,1,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
KIF15,3.68e-08,kinesin family member 15,+-,++-+,Filtered_Out,0.537144921354508,0.683294680627509,+,1,0.249129132,0.0234,0.702,269,1,0.953,lingual gyrus striate,lingual gyrus striate <  lingual gyrus  <  occipital lobe  <  cerebral cortex  <  telencephalon  < gray matter,lingual gyrus striate <  lingual gyrus  < occipital lobe,Oligodendrocyte precursor cells,5.2283916162307,Oligodendrocyte precursor cells,5.64112714107512
NKAPL,3.84e-08,NFKB activating protein like,-+,+--+,Filtered_Out,0.607240877752696,0.601192567496863,-,1,0.213760906,0.0234,0.702,269,1,0.311,principal sensory nucleus of trigeminal nerve,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,Ependymal cells,4.89306033512525,Ependymal cells,5.08271211725339
ABT1,1.16e-07,activator of basal transcription 1,++,--++,+-,0.704752426576661,0.774004369284441,+,1,0.344616377,0.0234,0.702,269,1,0.116,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Schwann cells,4.93427405180596,Sympathetic cholinergic neurons,3.52763677445576
CDH22,1.88e-07,cadherin 22,-+,+--+,-+,0.545529810059757,0.566065193129686,+,1,0.101395734,0.0234,0.702,269,1,0.324,IV,IV <  anterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,IV <  anterior lobe of the vermis  <  vermis  < cerebellar cortex,Cholinergic and monoaminergic neurons,4.41250955554672,Cholinergic and monoaminergic neurons,4.79293229388837
ZHX3,2.34e-07,zinc fingers and homeoboxes 3,+-,--+-,++,0.586838817426887,0.587596099871698,+,1,0.087707865,0.0234,0.702,269,1,0.409,globus pallidus internal segment,globus pallidus internal segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus internal segment <  globus pallidus  < basal ganglia,Cholinergic and monoaminergic neurons,2.85813733182106,Cholinergic and monoaminergic neurons,2.14018429531549
PLCG1,2.94e-07,phospholipase C gamma 1,--,+-++,++,0.522974251062962,0.58913917250548,+,1,0.201499789,0.0234,0.702,269,1,0.252,VIIIA lateral hemisphere,VIIIA lateral hemisphere <  VIIIA  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIA lateral hemisphere <  VIIIA  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,Cholinergic and monoaminergic neurons,2.79853012943192,Cholinergic and monoaminergic neurons,2.64183744677499
ZNF35,4.66e-07,zinc finger protein 35,-+,+-+-,+-,0.513866643676736,0.695220995881058,+,1,0.102838764,0.0234,0.702,269,1,0.151,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Subcommissural organ hypendymal cells,2.00647657925701,Sympathetic cholinergic neurons,2.42941816107446
ETFDH,1.44e-06,electron transfer flavoprotein dehydrogenase,--,+++-,-+,0.605428482543556,0.816867805439545,+,1,0.193017828,0.0234,0.702,269,1,0.678,globus pallidus internal segment,globus pallidus internal segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus internal segment <  globus pallidus  < basal ganglia,Choroid epithelial cells,3.66003261839083,Sympathetic cholinergic neurons,4.06593704014729
RABEPK,1.56e-06,Rab9 effector protein with kelch motifs,-+,--++,-+,0.609206016805026,0.658703389391672,+,1,0.12550721,0.0234,0.702,269,1,0.136,zona incerta,zona incerta <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,zona incerta <  ventral thalamus  < thalamus,Telencephalon inhibitory interneurons,1.92644249067401,Sympathetic cholinergic neurons,3.30391231298682
RAB3B,1.61e-06,"RAB3B, member RAS oncogene family",++,+--+,--,0.581213062505371,0.507186488073395,-,1,0.14063965,0.0234,0.702,269,1,0.954,nucleus of the diagonal band horizontal division,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,nucleus of the diagonal band horizontal division <  nucleus of the diagonal band  <  substantia innominata  < basal forebrain,Glutamatergic neuroblasts,3.48750037565414,Sympathetic noradrenergic neurons,5.81980021903417
TOP1,1.66e-06,DNA topoisomerase I,--,+-++,-+,0.722442359835588,0.658023628496506,-,1,0.313267425,0.0234,0.702,269,1,0.618,VIIIA,VIIIA <  posterior lobe of the vermis  <  vermis  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIA <  posterior lobe of the vermis  <  vermis  < cerebellar cortex,Telencephalon projecting excitatory neurons,2.33332609832124,Enteric neurons,2.45826485904618
GINM1,2.54e-06,glycoprotein integral membrane 1,-+,++--,+-,0.624265970307844,0.764781911032907,+,1,0.300780524,0.0234,0.702,269,1,0.416,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,Pericytes,2.40051457932679,Sympathetic noradrenergic neurons,4.30444805665209
MIER1,2.62e-06,MIER1 transcriptional regulator,++,+++-,Filtered_Out,0.533127884289786,0.809479120033525,+,1,0.564067893396067,0.0234,0.702,269,1,0.398,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,Pericytes,2.90738502916842,Enteric neurons,3.30656856842405
PSEN2,2.68e-06,presenilin 2,++,--+-,--,0.809841146836826,0.536472864517051,-,1,0.220963483,0.0234,0.702,269,1,0.438,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,Cholinergic and monoaminergic neurons,4.51900239926402,Sympathetic cholinergic neurons,2.82785966242627
